,label,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6
1190,odroid3,167.0,171.0,170.0,169.0,172.0,169.0,166.0
1191,odroid1,166.0,167.0,170.0,165.0,167.0,168.0,168.0
1192,rpi-8d,14.5,16.2,1389.8,17.1,15.9,16.7,16.8
1193,odroid2,164.0,187.0,152.0,172.0,170.0,170.0,170.0
1194,rpi-4a,15.2,15.6,969.0,628.8,16.3,16.9,17.2
1195,rpi-8d,28.5,120.0,48.7,120.1,59.5,95.4,35.8
1196,rpi-8c,36.7,381.8,1686.2,17.3,17.9,17.0,25.9
1197,rpi-8c,823.4,18.0,18.7,19.3,2268.4,16.8,18.9
1198,odroid2,166.0,190.0,13.0,150.0,333.0,166.0,183.0
1199,odroid4,171.0,175.0,174.0,173.0,174.0,172.0,173.0
1200,rpi-4a,1438.3,22.0,226.0,18.5,20.5,16.4,16.4
1201,odroid2,163.0,187.0,154.0,171.0,172.0,170.0,171.0
1202,odroid1,166.0,168.0,167.0,168.0,166.0,169.0,168.0
1203,rpi-8b,616.1,28.6,232.3,449.8,15.5,233.8,232.9
1204,rpi-8d,1194.5,16.1,16.2,17.0,16.7,15.9,16.9
1205,rpi-8b,227.6,233.8,450.9,29.0,233.0,233.7,232.9
1206,rpi-8b,230.0,433.2,16.9,232.8,233.2,433.4,16.8
1207,odroid2,165.0,177.0,155.0,170.0,169.0,10.0,166.0
1208,rpi-8c,760.9,1476.5,18.3,19.3,49.7,32.0,107.9
1209,rpi-8d,12.6,1185.7,14.4,402.3,14.6,17.2,17.2
1210,odroid3,166.0,172.0,170.0,171.0,171.0,173.0,166.0
1211,odroid3,169.0,170.0,168.0,170.0,172.0,173.0,165.0
1212,odroid4,171.0,172.0,174.0,174.0,172.0,173.0,174.0
1213,odroid1,165.0,167.0,169.0,167.0,166.0,167.0,167.0
1214,rpi-8a,432.5,14.6,15.1,216.1,216.6,199.9,416.9
1215,rpi-8a,411.7,433.3,16.3,233.2,16.1,216.6,199.4
1216,rpi-8a,196.5,215.7,416.8,433.3,16.4,433.6,16.4
1217,rpi-8b,229.3,230.1,450.3,31.5,233.2,451.8,15.4
1218,rpi-8a,228.6,232.7,433.5,16.9,232.7,232.9,233.2
1219,rpi-8c,16.4,21.2,743.0,17.1,18.3,17.6,18.3
1220,rpi-4a,987.9,207.2,18.4,20.1,20.0,20.1,20.7
1221,rpi-8d,18.1,16.6,16.7,17.8,1141.8,16.8,17.6
1222,rpi-8c,69.6,244.8,16.9,77.5,56.0,58.5,40.7
1223,rpi-8b,230.4,233.1,453.4,14.9,233.0,233.2,450.7
1224,rpi-8a,229.0,433.1,16.2,232.9,233.3,233.0,217.0
1225,odroid2,163.0,182.0,155.0,171.0,9.0,166.0,334.0
1226,odroid1,163.0,168.0,168.0,166.0,167.0,168.0,168.0
1227,odroid2,165.0,187.0,157.0,169.0,171.0,170.0,170.0
1228,rpi-8c,60.5,2483.8,34.6,20.1,56.5,84.5,58.6
1229,rpi-4a,15.9,1231.5,19.2,15.9,17.9,18.3,17.4
1230,rpi-8c,17.8,1887.5,19.9,52.6,96.0,69.7,20.3
1231,odroid3,165.0,169.0,171.0,168.0,168.0,170.0,169.0
1232,odroid4,169.0,174.0,174.0,174.0,171.0,172.0,175.0
1233,rpi-8b,11.8,232.5,233.3,433.3,15.6,233.3,233.2
1234,rpi-4a,15.7,18.8,600.6,405.6,15.9,20.1,16.8
1235,odroid2,164.0,173.0,157.0,169.0,170.0,168.0,14.0
1236,rpi-4a,21.1,18.4,599.2,206.5,18.1,18.5,19.3
1237,rpi-4a,16.6,1196.2,19.3,17.1,16.9,18.0,1034.6
1238,odroid4,172.0,172.0,174.0,173.0,174.0,172.0,172.0
1239,rpi-4a,18.1,14.9,629.0,15.4,14.5,17.7,17.9
1240,odroid3,199.0,132.0,167.0,166.0,165.0,165.0,168.0
1241,rpi-8a,232.0,429.6,16.9,432.8,17.1,15.8,216.2
1242,rpi-4a,1602.8,21.9,16.6,19.6,19.3,20.0,19.7
1243,rpi-8b,209.2,232.2,433.5,17.0,233.1,233.1,433.3
1244,rpi-8b,232.5,233.5,449.0,16.8,232.4,234.1,449.8
1245,rpi-8c,18.2,122.4,1049.4,17.1,17.8,17.6,17.8
1246,odroid1,165.0,168.0,168.0,169.0,166.0,166.0,167.0
1247,odroid1,165.0,169.0,167.0,169.0,166.0,167.0,167.0
1248,rpi-8c,14.0,15.8,16.6,18.0,80.1,63.6,95.9
1249,rpi-8d,17.2,1392.0,20.1,19.4,20.5,19.7,21.0
1250,rpi-8c,18.8,17.9,17.1,34.7,47.5,32.3,46.3
1251,rpi-4a,16.2,1362.6,203.9,220.8,14.2,643.9,17.8
1252,odroid2,330.0,188.0,153.0,170.0,170.0,169.0,169.0
1253,odroid4,171.0,184.0,162.0,175.0,171.0,174.0,172.0
1254,odroid3,167.0,172.0,169.0,171.0,172.0,173.0,165.0
1255,odroid4,172.0,173.0,175.0,172.0,171.0,173.0,171.0
1256,odroid3,171.0,170.0,170.0,172.0,172.0,169.0,166.0
1257,odroid2,181.0,175.0,152.0,172.0,170.0,170.0,11.0
1258,odroid2,164.0,187.0,153.0,171.0,170.0,172.0,169.0
1259,rpi-8d,16.2,18.2,18.2,965.2,18.3,18.2,20.4
1260,rpi-8b,227.4,232.7,233.0,232.6,450.7,15.5,233.3
1261,rpi-8a,233.5,429.1,16.5,233.1,232.4,433.4,16.4
1262,rpi-8d,987.1,196.7,14.9,16.3,16.5,18.0,19.8
1263,rpi-8b,227.4,233.3,232.6,450.4,14.2,233.7,450.1
1264,rpi-4a,16.9,17.4,1414.3,18.0,16.1,21.1,17.2
1265,odroid3,165.0,174.0,169.0,171.0,171.0,171.0,164.0
1266,rpi-4a,17.9,1582.4,16.6,19.0,19.5,19.4,19.6
1267,rpi-8c,2103.6,19.1,14.5,17.2,17.3,168.6,632.0
1268,odroid1,165.0,169.0,166.0,166.0,165.0,166.0,166.0
1269,odroid3,169.0,172.0,169.0,171.0,171.0,170.0,166.0
1270,rpi-8b,626.2,37.5,12.6,223.9,613.9,13.7,218.8
1271,rpi-8a,233.1,196.0,233.2,233.1,433.3,16.5,233.3
1272,rpi-8a,235.6,225.6,433.4,16.9,232.8,233.3,16.6
1273,odroid4,171.0,173.0,172.0,173.0,174.0,176.0,174.0
1274,odroid3,173.0,173.0,169.0,170.0,169.0,173.0,167.0
1275,rpi-8d,13.7,18.6,770.2,1043.5,19.7,20.4,19.4
1276,odroid3,165.0,170.0,170.0,173.0,172.0,170.0,165.0
1277,odroid1,167.0,167.0,168.0,164.0,168.0,167.0,170.0
1278,odroid3,167.0,169.0,171.0,169.0,170.0,168.0,168.0
1279,odroid1,7.0,158.0,332.0,168.0,165.0,167.0,167.0
1280,rpi-8a,417.8,429.1,233.1,16.1,233.0,233.2,233.4
1281,rpi-8a,429.1,16.2,232.9,233.3,233.2,233.4,16.2
1282,rpi-8c,15.4,33.4,305.7,17.6,72.5,24.6,89.2
1283,odroid4,169.0,174.0,175.0,174.0,171.0,175.0,173.0
1284,odroid4,171.0,173.0,176.0,172.0,173.0,173.0,173.0
1285,odroid4,170.0,175.0,174.0,174.0,172.0,174.0,173.0
1286,rpi-4a,21.1,1370.1,18.7,18.9,18.9,20.3,17.2
1287,odroid3,166.0,166.0,166.0,166.0,166.0,168.0,166.0
1288,rpi-4a,20.6,16.3,420.6,220.9,15.1,18.9,18.7
1289,rpi-8c,204.1,85.2,187.7,187.9,188.0,826.4,21.8
1290,rpi-8d,17.5,19.3,541.0,1051.1,20.4,20.5,21.8
1291,rpi-8d,19.2,581.6,416.5,17.6,17.9,18.0,20.5
1292,rpi-8d,15.4,16.7,17.6,27.2,1801.5,14.0,17.1
1293,rpi-8d,27.1,420.9,17.6,51.1,96.0,41.5,19.1
1294,odroid4,171.0,173.0,185.0,169.0,176.0,173.0,173.0
1295,rpi-4a,17.4,781.8,209.7,18.4,18.2,18.1,18.5
1296,odroid3,162.0,167.0,168.0,165.0,167.0,167.0,165.0
1297,odroid4,171.0,175.0,176.0,172.0,172.0,174.0,173.0
1298,rpi-8b,192.7,435.4,232.0,232.9,450.6,16.5,233.1
1299,odroid1,165.0,168.0,167.0,167.0,167.0,169.0,166.0
1300,odroid1,165.0,14.0,152.0,336.0,166.0,168.0,9.0
1301,odroid4,171.0,174.0,173.0,174.0,171.0,173.0,174.0
1302,odroid3,169.0,172.0,168.0,172.0,171.0,173.0,167.0
1303,rpi-4a,15.4,21.9,971.5,630.4,21.2,19.1,17.6
1304,odroid4,171.0,173.0,175.0,174.0,171.0,173.0,174.0
1305,odroid1,165.0,169.0,168.0,167.0,168.0,167.0,165.0
1306,odroid2,167.0,188.0,2.0,170.0,13.0,317.0,333.0
1307,rpi-8d,17.8,18.5,17.0,987.0,19.0,18.4,21.1
1308,odroid4,171.0,173.0,176.0,173.0,173.0,172.0,172.0
1309,rpi-8b,13.2,432.8,16.2,233.2,233.4,433.4,16.7
1310,odroid1,165.0,166.0,166.0,168.0,166.0,168.0,166.0
1311,rpi-4a,16.6,1625.8,14.9,15.8,632.8,16.9,16.8
1312,rpi-8d,14.3,16.8,18.3,18.8,758.2,627.8,17.8
1313,rpi-8a,14.8,218.9,210.6,199.6,216.5,199.9,417.0
1314,rpi-8c,209.6,230.4,16.5,216.4,200.1,216.6,634.4
1315,rpi-8c,18.2,16.5,16.4,361.7,1055.7,15.6,16.9
1316,odroid2,182.0,170.0,157.0,171.0,169.0,14.0,166.0
1317,rpi-8a,230.2,432.4,16.3,233.1,233.3,433.2,16.2
1318,odroid1,166.0,168.0,167.0,168.0,168.0,168.0,168.0
1319,rpi-8d,14.0,1203.0,17.3,15.2,16.2,16.5,16.8
1320,rpi-8a,16.3,14.2,211.6,413.3,233.3,233.3,433.7
1321,odroid1,164.0,170.0,167.0,166.0,169.0,167.0,169.0
1322,rpi-8b,412.9,230.8,450.1,32.2,451.0,16.0,232.3
1323,odroid2,164.0,187.0,153.0,170.0,168.0,171.0,171.0
1324,odroid4,170.0,174.0,174.0,172.0,173.0,173.0,175.0
1325,odroid2,164.0,183.0,167.0,166.0,166.0,167.0,183.0
1326,odroid1,165.0,168.0,166.0,166.0,166.0,168.0,169.0
1327,rpi-8c,16.9,53.6,39.4,76.8,31.0,144.6,58.7
1328,odroid1,166.0,166.0,167.0,166.0,166.0,167.0,167.0
1329,rpi-8c,13.9,16.5,17.2,17.6,1151.1,16.3,16.2
1330,rpi-4a,18.7,16.1,785.8,418.2,16.3,18.3,17.0
1331,rpi-8d,1642.7,1052.6,18.6,19.1,39.9,79.4,71.9
1332,rpi-8a,428.8,16.6,232.6,233.2,433.4,16.5,233.3
1333,rpi-8c,2158.7,17.4,15.3,17.6,18.4,586.8,16.9
1334,rpi-8c,94.8,1160.1,12.9,20.0,20.6,44.0,44.9
1335,rpi-8c,1847.1,18.6,16.8,20.2,19.1,20.4,22.2
1336,rpi-8c,60.3,522.1,17.5,19.2,57.1,87.5,27.2
1337,odroid2,166.0,188.0,158.0,171.0,171.0,169.0,168.0
1338,rpi-8d,16.0,14.3,16.9,994.3,396.1,16.3,16.5
1339,odroid3,163.0,167.0,167.0,165.0,165.0,165.0,166.0
1340,rpi-8a,16.6,13.1,217.0,212.9,199.8,216.5,417.0
1341,rpi-8a,198.5,212.6,416.6,233.0,432.6,16.4,16.2
1342,rpi-8d,16.6,22.6,529.1,846.3,20.5,20.3,19.5
1343,rpi-8b,197.2,235.9,31.2,200.2,216.6,418.1,14.1
1344,rpi-4a,15.8,1169.2,631.7,15.5,18.0,17.8,18.6
1345,odroid1,165.0,168.0,167.0,167.0,168.0,169.0,168.0
1346,odroid2,164.0,183.0,153.0,171.0,9.0,167.0,333.0
1347,rpi-8b,424.7,16.1,232.3,232.9,233.1,433.3,16.7
1348,rpi-8c,13.0,15.7,22.1,1192.6,15.3,17.2,17.7
1349,rpi-8d,19.5,22.2,1588.9,18.7,21.7,22.3,179.0
1350,rpi-8c,18.0,60.2,246.0,16.5,64.8,87.9,38.6
1351,odroid3,164.0,167.0,167.0,165.0,167.0,165.0,166.0
1352,rpi-4a,12.4,15.6,1163.4,16.7,17.5,17.6,20.3
1353,rpi-8c,16.7,29.4,111.6,23.5,72.8,33.3,92.8
1354,rpi-4a,16.4,20.2,1346.7,633.7,21.5,16.4,18.3
1355,rpi-8a,233.0,430.0,15.7,233.4,16.1,217.1,199.5
1356,rpi-4a,20.3,17.3,552.3,208.0,20.5,16.7,17.8
1357,odroid1,165.0,167.0,167.0,168.0,168.0,165.0,169.0
1358,odroid1,165.0,169.0,167.0,165.0,167.0,167.0,167.0
1359,rpi-4a,15.4,1225.5,22.7,16.4,17.1,18.9,609.0
1360,odroid3,167.0,172.0,168.0,171.0,171.0,173.0,165.0
1361,rpi-8d,17.1,14.4,1197.3,19.3,16.7,626.7,14.6
1362,rpi-8b,230.6,433.2,16.3,233.1,233.3,433.4,17.1
1363,rpi-8b,227.4,231.3,233.6,233.6,231.3,233.0,451.4
1364,odroid4,171.0,173.0,173.0,175.0,172.0,173.0,174.0
1365,rpi-4a,15.7,1194.1,18.6,19.1,17.1,18.4,18.4
1366,odroid3,169.0,172.0,168.0,170.0,172.0,173.0,167.0
1367,odroid4,172.0,171.0,174.0,171.0,174.0,172.0,173.0
1368,rpi-8b,227.3,232.9,449.5,31.3,233.8,233.4,450.4
1369,odroid1,167.0,11.0,156.0,333.0,168.0,168.0,6.0
1370,rpi-8d,19.7,20.8,21.4,1380.5,20.5,20.7,20.6
1371,odroid1,165.0,167.0,167.0,167.0,169.0,167.0,166.0
1372,odroid4,170.0,173.0,175.0,173.0,172.0,173.0,171.0
1373,rpi-8b,230.1,433.0,16.5,233.5,16.1,216.6,200.0
1374,odroid2,163.0,180.0,157.0,172.0,168.0,171.0,170.0
1375,odroid2,180.0,173.0,157.0,170.0,171.0,170.0,169.0
1376,odroid3,168.0,170.0,169.0,171.0,173.0,169.0,167.0
1377,rpi-4a,15.0,1172.6,631.1,16.2,16.0,17.4,17.6
1378,odroid1,163.0,170.0,167.0,167.0,167.0,167.0,167.0
1379,rpi-8d,11.4,1596.0,16.4,433.3,16.5,16.2,16.5
1380,odroid3,166.0,172.0,170.0,173.0,173.0,172.0,165.0
1381,rpi-8b,431.3,28.3,232.5,233.0,234.1,450.3,15.1
1382,rpi-8d,19.9,19.5,1785.4,17.3,21.4,22.7,18.9
1383,rpi-8c,816.9,13.9,16.9,18.3,17.6,88.2,55.9
1384,odroid2,180.0,181.0,148.0,172.0,167.0,15.0,167.0
1385,odroid1,164.0,168.0,168.0,14.0,153.0,332.0,169.0
1386,rpi-4a,16.2,19.2,1212.6,21.1,16.5,18.5,18.9
1387,odroid2,163.0,179.0,157.0,169.0,171.0,171.0,169.0
1388,rpi-8b,431.1,15.8,235.7,233.3,450.4,15.4,233.5
1389,odroid1,166.0,167.0,169.0,168.0,166.0,167.0,168.0
1390,rpi-8a,14.7,229.8,233.4,232.7,433.5,16.5,233.0
1391,rpi-4a,1030.2,16.6,227.2,15.2,16.7,16.6,16.8
1392,rpi-4a,16.1,18.6,983.1,630.3,17.6,15.8,19.4
1393,odroid4,172.0,173.0,174.0,174.0,173.0,172.0,172.0
1394,rpi-4a,1369.1,18.1,21.1,18.2,17.9,19.8,19.4
1395,odroid2,164.0,187.0,154.0,171.0,171.0,170.0,168.0
1396,odroid4,170.0,173.0,174.0,173.0,174.0,173.0,175.0
1397,rpi-8b,413.6,233.0,433.5,16.1,233.1,233.7,233.2
1398,rpi-8c,1873.6,18.0,15.5,19.3,19.0,21.2,15.7
1399,rpi-8c,82.4,596.7,1909.8,17.7,15.6,24.6,87.3
1400,rpi-8a,14.1,433.5,13.9,231.5,233.2,233.4,433.1
1401,rpi-8a,11.9,431.7,11.5,233.3,16.2,216.5,200.0
1402,rpi-8a,430.3,15.4,231.7,233.1,233.3,433.2,17.0
1403,odroid3,166.0,171.0,171.0,173.0,171.0,172.0,166.0
1404,odroid2,164.0,187.0,157.0,170.0,170.0,170.0,12.0
1405,rpi-8b,230.3,232.7,233.1,433.1,16.7,232.6,233.5
1406,rpi-8b,12.0,227.6,12.8,216.6,199.8,433.7,433.4
1407,odroid4,173.0,172.0,174.0,172.0,173.0,173.0,171.0
1408,rpi-8a,430.9,15.9,231.4,233.2,233.2,16.5,216.4
1409,rpi-8c,17.5,2563.5,51.4,85.1,81.8,78.1,68.0
1410,rpi-8b,13.1,232.0,233.1,433.6,16.5,233.1,233.1
1411,odroid2,166.0,187.0,157.0,168.0,169.0,172.0,10.0
1412,rpi-8a,13.3,234.3,228.7,433.3,15.9,233.3,233.4
1413,rpi-8c,2565.2,13.1,16.1,32.4,136.6,30.6,33.4
1414,odroid4,168.0,171.0,173.0,173.0,173.0,172.0,173.0
1415,rpi-4a,25.4,16.3,21.5,816.2,16.9,15.7,17.5
1416,rpi-8c,19.1,16.8,57.1,568.3,17.1,20.4,59.5
1417,rpi-8c,56.9,1911.1,253.6,20.9,20.1,40.1,77.8
1418,odroid4,170.0,173.0,175.0,174.0,172.0,175.0,173.0
1419,odroid1,166.0,168.0,9.0,157.0,330.0,166.0,169.0
1420,rpi-8a,229.4,433.1,16.4,233.2,433.3,16.3,233.3
1421,rpi-8a,231.4,230.6,233.4,16.2,216.5,617.0,16.6
1422,rpi-4a,18.0,16.3,978.4,418.8,15.5,18.6,18.4
1423,odroid4,170.0,172.0,174.0,173.0,172.0,171.0,175.0
1424,odroid3,163.0,165.0,168.0,164.0,167.0,167.0,165.0
1425,rpi-8a,415.7,229.7,233.3,433.2,16.8,433.1,16.4
1426,odroid4,171.0,173.0,173.0,173.0,171.0,172.0,173.0
1427,odroid4,171.0,173.0,173.0,173.0,172.0,172.0,173.0
1428,odroid1,9.0,323.0,334.0,167.0,166.0,168.0,166.0
1429,rpi-8c,35.1,107.2,890.1,1923.0,17.1,17.0,64.7
1430,rpi-8a,415.6,14.6,231.6,233.1,433.5,16.5,233.2
1431,rpi-8a,230.7,447.0,16.9,232.7,233.1,433.6,16.5
1432,odroid3,168.0,171.0,169.0,173.0,171.0,169.0,167.0
1433,rpi-8b,229.6,433.2,16.0,233.1,233.2,433.4,17.1
1434,rpi-8a,211.1,216.4,416.5,233.2,233.4,433.4,16.6
1435,odroid4,170.0,174.0,173.0,173.0,174.0,171.0,174.0
1436,rpi-8c,47.2,2105.8,7.4,435.7,16.7,17.8,17.8
1437,odroid3,165.0,166.0,168.0,166.0,164.0,167.0,165.0
1438,odroid1,164.0,168.0,167.0,8.0,158.0,333.0,167.0
1439,odroid4,167.0,174.0,171.0,175.0,345.0,16.0,186.0
1440,odroid4,170.0,175.0,176.0,172.0,173.0,175.0,172.0
1441,rpi-8c,17.2,17.9,18.5,18.1,37.7,67.4,38.2
1442,rpi-8c,1581.9,14.9,20.2,196.5,19.8,16.6,16.6
1443,odroid4,171.0,174.0,174.0,173.0,172.0,174.0,176.0
1444,rpi-8a,431.8,15.2,232.1,233.0,233.4,16.7,216.2
1445,odroid4,173.0,175.0,175.0,172.0,174.0,172.0,173.0
1446,odroid1,164.0,169.0,167.0,14.0,151.0,333.0,168.0
1447,rpi-8a,14.8,12.0,219.5,212.3,199.9,416.8,233.4
1448,rpi-8a,229.3,232.8,432.3,16.5,233.2,233.3,233.4
1449,rpi-8a,230.7,430.0,16.6,433.0,16.5,233.0,233.2
1450,rpi-4a,15.7,16.0,788.0,417.4,17.0,18.5,18.9
1451,rpi-8a,228.7,232.8,433.3,16.6,433.4,16.6,232.8
1452,odroid2,164.0,180.0,157.0,171.0,172.0,169.0,170.0
1453,rpi-4a,17.5,41.8,1137.9,632.6,19.7,15.8,19.0
1454,rpi-8b,16.8,420.7,17.1,232.2,233.1,231.9,216.7
1455,rpi-8b,209.3,216.2,199.8,421.4,426.1,16.3,434.6
1456,odroid2,164.0,175.0,154.0,170.0,170.0,169.0,12.0
1457,rpi-8b,430.1,16.7,233.2,16.2,216.6,199.9,633.7
1458,odroid2,180.0,173.0,158.0,169.0,170.0,14.0,166.0
1459,rpi-8a,212.3,216.3,199.9,216.3,417.0,233.2,433.3
1460,odroid4,172.0,174.0,173.0,176.0,172.0,173.0,172.0
1461,odroid4,170.0,173.0,173.0,173.0,171.0,172.0,173.0
1462,rpi-8b,213.2,419.3,232.5,450.3,15.8,234.3,232.7
1463,rpi-4a,20.3,17.7,1597.5,21.8,232.5,20.2,21.9
1464,odroid4,170.0,174.0,173.0,174.0,172.0,173.0,173.0
1465,rpi-8a,199.8,212.3,417.2,232.7,417.8,15.7,232.6
1466,odroid3,166.0,171.0,169.0,173.0,172.0,172.0,166.0
1467,rpi-8c,16.7,16.4,933.2,629.2,17.2,17.5,18.2
1468,odroid4,171.0,172.0,175.0,171.0,174.0,175.0,171.0
1469,rpi-8b,12.2,225.8,232.1,433.5,16.6,232.8,216.8
1470,rpi-8d,195.1,216.1,636.7,31.8,230.6,234.3,215.8
1471,odroid4,171.0,173.0,174.0,173.0,176.0,174.0,173.0
1472,odroid2,164.0,179.0,152.0,169.0,169.0,29.0,151.0
1473,odroid3,164.0,166.0,167.0,166.0,166.0,168.0,165.0
1474,rpi-4a,17.8,18.6,975.3,632.6,17.9,17.0,19.4
1475,rpi-8a,14.5,228.7,233.4,433.3,16.3,233.3,233.3
1476,rpi-8d,14.0,14.7,16.0,16.9,974.1,416.7,16.2
1477,rpi-8a,203.3,225.8,233.3,434.1,15.8,234.0,233.4
1478,rpi-8b,430.5,16.5,232.7,233.1,433.5,16.8,233.2
1479,odroid1,163.0,168.0,165.0,168.0,167.0,167.0,168.0
1480,odroid4,171.0,176.0,172.0,172.0,175.0,172.0,174.0
1481,odroid3,165.0,171.0,168.0,170.0,171.0,171.0,168.0
1482,rpi-4a,15.5,16.0,970.6,630.9,16.2,16.2,16.6
1483,odroid2,185.0,10.0,150.0,349.0,166.0,166.0,166.0
1484,odroid3,163.0,164.0,169.0,165.0,166.0,168.0,166.0
1485,odroid2,163.0,180.0,156.0,169.0,168.0,170.0,169.0
1486,rpi-8b,225.6,234.3,233.2,232.3,449.6,16.6,232.9
1487,odroid4,172.0,173.0,174.0,173.0,173.0,172.0,174.0
1488,odroid1,165.0,167.0,167.0,167.0,167.0,168.0,166.0
1489,rpi-8a,229.1,232.9,432.7,16.9,232.8,233.0,433.6
1490,rpi-8d,17.9,19.0,19.7,771.3,19.5,20.1,20.0
1491,rpi-4a,15.3,18.8,397.9,209.5,19.1,19.3,18.7
1492,odroid2,164.0,175.0,156.0,170.0,169.0,13.0,166.0
1493,odroid4,169.0,175.0,173.0,173.0,174.0,172.0,173.0
1494,odroid1,165.0,168.0,168.0,15.0,151.0,330.0,169.0
1495,odroid1,165.0,168.0,167.0,169.0,165.0,166.0,167.0
1496,odroid3,167.0,169.0,169.0,169.0,168.0,168.0,169.0
1497,odroid3,166.0,171.0,168.0,172.0,172.0,171.0,165.0
1498,rpi-8a,213.4,417.0,232.6,433.7,15.9,233.6,232.4
1499,rpi-4a,15.5,17.1,980.5,629.4,18.4,16.0,205.0
1500,odroid4,171.0,174.0,175.0,174.0,173.0,173.0,173.0
1501,rpi-8d,18.2,20.3,333.4,837.9,18.4,19.7,19.8
1502,rpi-8a,231.5,230.4,233.7,431.7,16.4,16.3,216.6
1503,rpi-8b,10.9,448.8,28.4,31.0,201.1,216.7,216.0
1504,rpi-8d,15.6,14.7,17.0,1160.3,6.1,16.8,16.5
1505,odroid4,171.0,175.0,173.0,175.0,174.0,172.0,171.0
1506,rpi-8b,14.6,23.0,218.1,199.6,215.8,418.4,232.2
1507,rpi-8a,16.1,429.3,15.5,233.2,233.2,233.3,433.4
1508,odroid3,168.0,173.0,169.0,172.0,171.0,172.0,167.0
1509,odroid4,170.0,173.0,173.0,173.0,171.0,173.0,171.0
1510,rpi-8b,13.7,25.7,197.0,216.2,216.7,416.7,433.2
1511,rpi-8a,216.0,413.1,233.2,433.5,16.3,233.3,233.1
1512,rpi-8c,1344.7,18.3,16.6,17.3,17.7,18.3,17.6
1513,rpi-4a,16.7,18.3,1222.3,17.9,15.7,20.2,620.0
1514,odroid2,164.0,353.0,151.0,170.0,169.0,169.0,168.0
1515,rpi-8c,51.8,787.2,17.7,18.2,18.1,58.0,2422.7
1516,rpi-8c,423.3,1469.7,15.8,16.9,46.4,64.1,59.4
1517,rpi-8b,14.1,11.9,13.2,413.5,215.7,216.8,416.7
1518,rpi-4a,16.1,18.7,974.1,422.6,15.8,18.6,18.8
1519,odroid4,172.0,171.0,174.0,172.0,175.0,173.0,175.0
1520,rpi-8d,13.9,18.5,19.3,19.0,1130.5,18.7,19.2
1521,odroid2,164.0,183.0,157.0,171.0,5.0,167.0,334.0
1522,rpi-8c,21.5,2414.0,21.1,14.1,15.6,19.4,19.7
1523,rpi-8d,18.3,20.4,21.5,947.5,628.3,19.8,21.4
1524,rpi-8a,215.9,195.7,634.8,15.2,432.3,16.6,433.5
1525,odroid2,2.0,9.0,644.0,80.0,249.0,12.0,382.0
1526,rpi-8c,19.7,21.1,1138.9,13.3,19.7,19.3,20.7
1527,odroid1,164.0,168.0,166.0,166.0,169.0,167.0,168.0
1528,odroid2,164.0,183.0,156.0,172.0,5.0,167.0,350.0
1529,rpi-8a,18.6,9.8,216.2,215.2,199.9,217.0,416.2
1530,odroid3,165.0,167.0,171.0,167.0,168.0,169.0,169.0
1531,odroid3,166.0,174.0,168.0,170.0,172.0,169.0,165.0
1532,odroid2,11.0,172.0,326.0,172.0,168.0,170.0,170.0
1533,rpi-8b,230.2,433.5,16.4,232.8,433.2,16.7,433.1
1534,rpi-8b,14.0,13.6,228.6,216.0,199.8,215.6,199.6
1535,rpi-8b,25.7,11.6,217.6,216.2,215.9,418.1,503.5
1536,rpi-8b,15.2,443.2,29.8,233.0,450.8,15.8,231.9
1537,rpi-8a,428.3,16.3,233.0,233.3,433.4,16.9,232.8
1538,odroid2,167.0,186.0,11.0,150.0,334.0,182.0,167.0
1539,rpi-4a,792.8,14.0,18.4,18.4,17.8,46.1,31.2
1540,rpi-8c,53.4,425.3,17.9,49.4,85.1,1988.9,20.4
1541,odroid4,173.0,171.0,175.0,173.0,172.0,172.0,172.0
1542,odroid3,164.0,165.0,166.0,166.0,165.0,165.0,167.0
1543,rpi-4a,21.9,14.9,773.0,422.5,16.8,20.7,18.3
1544,odroid1,166.0,166.0,167.0,8.0,157.0,333.0,169.0
1545,odroid3,168.0,173.0,168.0,172.0,172.0,171.0,166.0
1546,rpi-4a,19.0,19.3,770.8,208.4,21.2,17.3,608.5
1547,rpi-8d,981.2,222.7,17.5,17.6,17.9,17.5,17.7
1548,odroid4,172.0,172.0,176.0,174.0,172.0,171.0,175.0
1549,rpi-4a,791.6,203.4,15.6,19.5,16.6,17.3,17.9
1550,rpi-4a,16.2,21.0,786.1,631.8,23.5,16.3,17.3
1551,rpi-8b,230.7,432.7,16.8,232.9,233.1,433.5,16.2
1552,rpi-8d,16.7,21.1,17.9,392.5,18.5,20.7,17.6
1553,rpi-4a,17.6,22.9,965.0,421.4,15.9,19.4,19.3
1554,odroid1,155.0,333.0,167.0,164.0,166.0,166.0,168.0
1555,odroid1,163.0,167.0,168.0,168.0,167.0,169.0,165.0
1556,rpi-8d,15.6,17.0,1173.8,417.4,16.5,17.8,17.9
1557,odroid3,168.0,174.0,169.0,173.0,173.0,170.0,167.0
1558,odroid1,163.0,169.0,168.0,165.0,169.0,169.0,166.0
1559,odroid3,165.0,166.0,170.0,165.0,165.0,167.0,165.0
1560,odroid1,166.0,168.0,166.0,166.0,167.0,167.0,167.0
1561,rpi-4a,15.9,1597.1,19.0,15.7,19.4,17.4,18.5
1562,rpi-8b,227.2,231.8,232.8,232.6,451.0,14.8,232.9
