,label,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6
332,rpi-8b,2.0,271.6,307.7,85.1,154.1,51.5,2.0
333,rpi-4a,2.0,97.7,52.6,260.6,92.6,200.1,2.0
334,rpi-8c,2.0,119.6,681.9,86.3,215.3,217.6,2.0
335,odroid4,2.0,72.0,84.2,367.6,91.3,121.3,2.0
336,rpi-8a,2.0,44.1,247.7,613.0,39.3,199.2,2.0
337,odroid3,2.0,51.1,124.3,33.2,292.6,86.1,2.0
338,rpi-8c,2.0,70.7,174.9,12.6,196.0,36.3,2.0
339,odroid1,2.0,94.8,159.8,61.9,160.7,279.0,2.0
340,rpi-4a,2.0,199.3,590.5,12.2,100.3,288.4,2.0
341,odroid3,2.0,66.2,247.7,91.6,248.7,626.1,2.0
342,rpi-8a,2.0,15.5,827.9,168.7,22.2,54.9,2.0
343,odroid4,2.0,181.6,145.7,112.5,589.5,358.5,2.0
344,odroid1,2.0,67.9,76.0,119.0,65.3,3.1,2.0
345,odroid4,2.0,64.5,67.5,649.5,26.4,138.3,2.0
346,odroid3,2.0,106.2,420.8,33.3,262.6,144.5,2.0
347,odroid4,2.0,91.4,309.3,9.2,186.2,197.6,2.0
348,odroid4,2.0,140.8,251.2,156.7,337.3,45.4,2.0
349,rpi-4a,2.0,181.9,94.9,94.6,21.5,41.3,2.0
350,odroid4,2.0,91.3,9.1,72.0,29.1,109.4,2.0
351,odroid1,2.0,519.1,384.4,21.1,70.2,286.1,2.4
352,odroid4,2.0,227.8,564.7,76.1,670.3,34.4,2.0
353,rpi-8a,2.0,35.0,64.8,362.8,5.6,130.3,2.0
354,rpi-8c,2.0,510.9,78.3,164.1,10.8,39.2,2.0
355,rpi-8a,2.0,102.3,58.8,72.1,92.9,10.6,2.0
356,odroid3,2.0,18.6,346.6,314.3,55.4,22.3,2.0
357,rpi-8b,2.0,217.2,182.3,379.9,364.2,77.4,2.0
358,odroid2,2.0,27.1,688.5,112.0,42.5,122.8,2.0
359,rpi-8c,2.2,555.1,36.3,253.0,141.0,88.1,2.0
360,rpi-8a,2.0,29.1,793.9,134.5,107.6,118.5,2.0
361,rpi-8c,2.0,108.9,29.5,1081.8,70.3,95.4,2.0
362,odroid2,2.0,47.0,8.3,155.2,203.5,91.6,2.0
363,rpi-4a,2.0,5.1,768.8,758.7,170.1,61.5,2.0
364,odroid3,2.0,139.3,58.3,61.9,128.3,144.6,2.0
365,odroid4,2.0,271.0,357.8,47.9,27.4,111.4,2.0
366,rpi-8b,2.0,575.3,55.8,7.3,345.2,186.5,2.0
367,rpi-8d,2.0,139.2,295.8,149.9,453.1,110.0,2.4
368,odroid3,2.0,477.5,213.1,74.6,36.1,42.2,2.0
369,rpi-8d,2.0,203.4,131.4,26.8,293.9,139.7,2.0
370,rpi-4a,2.0,90.4,358.2,53.4,112.0,44.0,2.0
371,rpi-8b,2.0,347.1,153.5,141.8,27.3,151.5,2.0
372,odroid2,2.0,148.5,119.4,98.6,323.8,193.7,2.0
373,rpi-8d,2.3,28.8,126.3,55.4,115.5,104.3,2.0
374,rpi-8b,2.0,36.0,472.4,391.0,254.7,90.1,2.0
375,odroid2,2.0,138.1,599.5,167.4,369.1,38.8,2.0
376,rpi-8d,2.0,506.5,49.2,169.1,146.3,22.6,2.0
377,rpi-8a,2.0,525.7,88.8,26.1,258.8,18.1,2.0
378,odroid4,2.0,29.9,212.9,22.1,54.6,111.9,2.0
379,rpi-8c,2.0,3.5,167.2,863.1,426.0,64.2,2.0
380,rpi-8a,2.0,61.8,325.8,132.6,347.5,69.2,2.0
381,odroid3,2.0,246.8,64.8,282.6,368.8,52.7,2.0
382,rpi-4a,2.0,114.3,462.3,177.5,103.9,17.9,2.0
383,rpi-8c,2.0,257.1,616.1,6.5,10.1,140.7,2.0
384,odroid1,2.0,40.8,394.8,455.7,20.8,83.0,2.0
385,rpi-8a,2.0,804.3,40.8,68.0,329.6,95.1,2.4
386,rpi-4a,2.0,311.4,574.5,23.2,20.6,193.3,2.0
387,odroid2,2.0,50.5,672.0,49.9,1.8,7.3,2.0
388,rpi-8d,2.0,141.5,96.4,435.7,219.6,89.4,2.0
389,rpi-8c,2.0,120.2,183.0,415.3,113.3,85.5,2.0
390,rpi-8a,2.0,27.7,1121.9,745.0,62.5,25.7,2.0
391,rpi-8a,2.0,111.9,32.3,436.2,111.7,72.5,2.0
392,odroid3,2.0,10.5,1044.6,18.2,64.1,44.1,2.0
393,odroid3,2.0,82.6,112.9,149.6,97.3,209.8,2.0
394,rpi-4a,2.0,228.6,297.1,2.2,271.7,239.1,2.0
395,odroid1,2.0,106.0,16.3,189.4,37.2,341.3,2.0
396,rpi-8a,2.0,4.6,661.7,87.5,102.8,81.1,2.0
397,odroid4,2.0,9.5,78.5,438.9,9.6,26.8,2.0
398,rpi-8c,2.0,80.3,441.7,479.6,62.7,116.8,2.0
399,rpi-8b,2.0,128.1,225.2,153.1,207.4,94.8,2.0
400,odroid4,2.0,305.6,66.8,190.5,161.2,123.6,2.0
401,odroid1,2.0,229.0,409.6,62.1,8.3,298.1,2.0
402,rpi-4a,2.0,45.4,1571.3,726.0,15.9,28.8,2.0
403,rpi-8b,2.0,51.1,437.2,58.9,145.0,155.8,2.0
404,odroid4,2.0,51.8,166.9,320.5,109.0,29.8,2.0
405,rpi-8b,2.0,156.0,585.3,209.2,314.6,268.0,2.0
406,rpi-4a,2.0,55.5,781.2,483.8,10.0,156.8,2.0
407,rpi-8c,2.0,377.8,157.4,124.9,149.2,134.9,2.0
408,rpi-8c,2.0,339.1,60.1,14.8,104.7,155.1,2.0
409,odroid3,2.0,346.8,203.2,126.2,153.8,80.8,2.0
410,rpi-8c,2.0,341.7,4.8,147.1,540.9,164.8,2.0
411,rpi-8a,2.0,36.2,357.5,451.7,89.3,215.4,2.0
412,rpi-8b,2.0,315.9,663.9,8.1,225.3,18.3,2.0
413,rpi-8c,2.0,20.0,107.0,121.8,15.4,73.1,2.0
414,rpi-8a,2.0,15.5,45.4,1069.3,181.5,71.6,2.0
415,odroid4,2.0,357.5,41.3,159.8,139.6,165.1,2.0
416,rpi-8b,2.0,174.1,49.4,847.6,51.9,393.8,2.0
417,odroid2,2.0,69.8,110.6,220.0,390.8,11.7,2.0
418,odroid4,2.0,1.9,1395.2,110.2,173.4,11.5,2.0
419,odroid4,2.0,87.4,35.1,282.4,249.9,208.6,2.0
420,rpi-8d,2.0,47.7,336.2,190.2,144.1,217.0,2.0
421,rpi-8a,2.0,169.4,168.5,535.5,87.9,74.9,2.0
422,odroid4,2.0,345.3,6.8,374.8,201.3,101.4,2.0
423,odroid3,2.0,351.9,11.1,9.2,99.3,168.4,2.0
424,rpi-8c,2.0,414.6,86.5,22.5,95.7,75.1,2.0
425,odroid3,3.0,260.3,6.0,392.3,154.7,318.3,2.0
426,odroid4,2.0,330.6,37.3,485.5,130.7,40.2,2.0
427,rpi-8a,2.0,123.5,719.4,237.6,51.9,237.9,2.0
428,rpi-8d,2.0,195.2,30.6,143.4,509.2,404.5,2.0
429,rpi-8b,2.0,150.1,145.6,443.4,359.1,10.3,2.0
430,rpi-8a,2.0,233.2,34.4,240.0,494.0,355.3,2.0
431,odroid4,2.0,33.8,244.1,1293.6,19.9,196.8,2.0
432,odroid1,2.0,16.2,46.0,116.9,186.9,147.8,2.0
433,rpi-8c,2.0,58.0,748.0,105.4,264.8,92.6,2.0
434,rpi-8c,2.0,57.3,59.8,74.0,108.6,50.5,2.0
435,rpi-8c,2.0,13.5,419.7,121.9,353.0,361.8,2.0
436,rpi-8c,2.0,80.4,158.5,77.4,18.4,27.1,2.0
437,odroid1,2.0,64.2,211.9,62.2,3.7,84.3,2.0
438,odroid1,2.0,34.8,151.4,101.5,384.7,186.6,2.0
439,rpi-8d,2.0,16.0,268.5,505.4,119.2,29.6,2.0
440,rpi-8b,2.0,661.4,44.5,232.0,95.0,128.4,2.0
441,rpi-8a,2.0,456.7,172.3,270.0,27.3,89.6,2.0
442,rpi-8d,2.0,643.6,13.4,503.6,269.3,125.2,2.0
443,rpi-8a,2.0,5.4,653.1,108.0,570.4,37.2,2.0
444,odroid4,2.0,107.6,404.8,15.6,106.0,285.2,2.0
445,odroid1,2.0,223.6,1001.6,118.5,16.6,185.9,2.0
446,rpi-8c,2.0,31.9,43.4,219.5,12.5,186.1,2.0
447,rpi-8b,2.0,69.9,107.8,175.5,152.6,37.8,2.0
448,odroid1,2.0,115.6,268.2,761.0,118.2,156.9,2.0
449,odroid1,2.0,77.7,403.9,24.6,148.2,242.4,2.0
450,rpi-8d,2.0,222.8,871.0,99.5,465.3,297.6,2.0
451,odroid3,2.0,85.2,471.6,42.0,18.7,133.0,2.0
452,rpi-8c,2.0,71.1,159.4,92.7,489.5,58.4,2.0
453,rpi-8b,2.0,85.0,416.6,180.0,10.5,28.4,2.0
454,rpi-8c,2.0,49.7,413.1,453.9,50.0,16.4,2.0
455,rpi-4a,2.0,33.5,887.5,127.5,267.4,35.6,2.0
456,rpi-4a,2.0,132.3,300.2,359.5,75.8,9.7,2.0
457,odroid1,2.0,13.4,238.7,230.9,12.9,128.8,2.0
458,rpi-8b,2.0,16.1,712.6,266.4,94.5,28.7,2.0
459,odroid3,2.0,146.1,60.6,89.9,200.3,229.5,2.0
460,rpi-8a,2.0,4.5,1118.3,399.3,48.4,41.2,2.0
461,rpi-8b,2.0,110.7,71.3,51.0,198.4,74.9,2.0
462,rpi-8c,2.0,57.3,655.3,104.7,15.7,249.5,2.0
463,odroid1,2.4,395.3,83.4,341.4,265.2,30.6,2.5
464,rpi-8a,2.0,130.2,14.7,177.5,229.2,45.5,2.0
465,odroid4,2.0,94.2,46.6,175.3,137.1,218.2,2.0
466,odroid4,2.0,68.6,110.5,192.6,151.2,42.0,2.0
467,rpi-8c,2.0,156.7,294.6,231.3,68.3,199.4,2.0
468,rpi-8c,2.0,388.6,91.2,52.2,115.7,229.5,2.3
469,rpi-8d,2.0,32.9,50.4,256.0,968.8,71.3,2.0
470,odroid2,2.0,161.7,106.3,340.0,104.3,29.8,2.0
471,odroid3,2.0,187.2,114.8,300.5,128.0,62.1,2.0
472,rpi-8b,2.0,74.3,184.3,88.2,149.4,265.2,2.0
473,rpi-8a,2.0,27.8,496.8,41.1,122.2,94.2,2.0
474,rpi-8c,2.0,127.0,342.5,179.2,35.1,1.0,2.0
475,rpi-8d,2.0,57.4,50.1,199.5,117.0,96.7,2.0
476,rpi-8a,2.0,102.3,309.7,136.7,135.5,76.2,2.0
477,odroid4,2.0,168.4,226.9,678.9,306.3,263.3,2.0
478,odroid1,2.0,577.1,288.8,18.9,2.8,133.8,2.0
479,odroid1,2.0,139.5,194.7,51.6,700.3,31.4,2.0
480,odroid4,2.0,145.9,449.6,151.2,25.9,10.0,2.0
481,rpi-8b,2.0,29.9,750.2,381.4,82.4,161.1,2.0
482,odroid2,2.0,94.0,86.4,110.5,48.5,6.9,2.0
483,rpi-4a,2.0,195.7,342.3,10.0,26.1,67.2,2.0
484,odroid2,2.0,163.7,919.5,8.6,115.7,56.4,2.0
485,rpi-8c,2.0,22.0,168.8,485.4,41.6,153.9,2.0
486,odroid1,2.0,77.1,213.9,112.2,9.7,101.1,2.0
487,rpi-8a,2.0,13.3,672.8,58.8,239.3,47.3,2.0
488,odroid2,2.0,51.3,269.2,411.5,25.7,24.3,2.0
489,odroid4,2.0,164.7,32.3,396.1,22.8,32.1,2.0
490,rpi-8d,2.0,33.4,466.3,55.0,93.9,75.0,2.0
491,odroid2,2.0,198.9,99.8,52.7,44.3,113.6,2.0
492,odroid4,2.0,106.9,128.2,940.8,28.8,6.2,2.0
493,rpi-8c,2.0,39.1,560.4,159.1,369.9,78.5,2.0
494,odroid3,2.0,83.8,394.7,265.9,81.0,108.0,2.0
495,rpi-4a,2.0,25.2,76.3,66.5,439.6,48.0,2.0
496,rpi-8a,2.0,19.3,159.9,784.5,5.4,37.3,2.0
497,rpi-8b,2.0,655.3,37.6,167.5,611.6,53.4,4.6
498,rpi-8d,2.0,460.0,43.8,85.0,104.3,195.6,3.8
499,odroid1,2.0,72.2,344.2,69.9,4.8,240.9,2.0
500,odroid3,2.0,724.4,189.5,148.7,143.9,99.6,2.0
501,odroid3,2.0,212.2,28.9,850.2,177.2,73.8,2.0
502,odroid1,2.0,103.6,232.8,282.0,135.0,104.3,2.0
503,odroid4,2.0,50.3,429.5,567.4,1.2,76.1,2.0
504,rpi-8d,2.0,354.9,122.0,26.7,201.0,46.3,2.0
505,rpi-8b,2.0,437.7,8.1,42.9,618.9,335.6,2.0
506,rpi-8c,2.0,43.9,34.5,615.1,6.4,168.9,2.0
507,rpi-8d,2.0,86.2,80.9,129.5,216.8,27.7,2.0
508,rpi-8c,2.0,166.9,1068.4,5.2,14.4,23.3,2.0
509,rpi-8a,2.0,51.9,420.3,174.4,522.1,231.5,2.0
510,rpi-8d,2.0,339.4,6.3,276.6,338.3,155.6,2.0
511,rpi-8c,2.0,98.1,127.9,641.0,239.5,76.0,2.0
512,rpi-8c,2.0,124.8,106.2,143.6,274.7,32.5,2.0
513,rpi-8c,2.0,188.6,108.8,109.1,48.2,304.0,2.0
514,odroid1,2.0,31.5,319.6,157.6,104.2,17.8,2.0
515,odroid3,2.0,534.5,28.0,334.0,363.6,241.4,2.0
516,rpi-8c,2.0,449.5,289.0,237.9,69.3,140.1,2.0
517,odroid3,2.0,108.5,25.9,149.3,31.9,186.3,2.0
518,rpi-8a,2.0,34.3,62.5,303.8,24.8,14.6,2.0
519,rpi-8c,2.0,55.9,67.7,179.0,39.3,282.6,2.0
520,rpi-8c,2.0,161.7,256.0,347.8,1212.6,52.6,2.0
521,odroid1,2.0,39.7,77.5,78.8,85.7,55.7,2.0
522,odroid3,2.0,42.1,1.5,436.8,111.0,46.1,2.0
523,odroid4,2.0,19.0,231.1,77.5,348.2,133.0,2.0
524,odroid1,2.0,25.0,1625.4,140.5,82.0,157.4,2.0
525,odroid4,2.0,327.6,113.0,352.8,90.2,68.0,2.0
526,odroid3,2.0,23.9,18.5,147.6,428.6,257.6,2.0
527,rpi-8b,2.0,138.7,64.8,28.9,94.1,116.2,2.0
528,rpi-8d,2.0,53.9,138.3,328.3,87.0,41.0,2.0
529,rpi-8c,2.0,368.0,27.6,420.8,104.9,245.6,2.0
530,rpi-8b,2.0,46.8,142.7,37.0,137.5,209.7,2.0
531,rpi-8d,2.0,394.5,95.6,715.6,95.0,173.8,2.0
532,rpi-8d,2.0,97.1,25.0,56.0,139.4,33.5,2.0
533,rpi-4a,2.0,63.7,271.0,1064.8,37.7,4.6,2.0
534,rpi-4a,2.0,112.2,963.8,169.1,96.7,56.1,2.0
535,rpi-8c,2.0,133.9,155.8,364.4,304.1,169.1,2.0
536,odroid3,2.0,174.4,71.9,17.7,55.2,173.4,2.0
537,rpi-8c,2.0,225.2,167.6,58.6,8.5,64.5,2.0
538,odroid4,2.0,95.7,535.3,32.1,50.5,141.0,2.0
539,rpi-8c,2.0,196.9,141.7,179.5,49.6,86.1,2.0
540,rpi-8c,2.0,401.5,34.1,236.0,308.1,207.3,2.0
541,odroid2,2.0,18.9,191.9,45.9,2.5,133.3,2.0
542,odroid3,2.0,74.4,43.5,395.2,72.8,68.7,2.0
543,rpi-8d,2.0,19.2,683.4,412.2,154.6,182.3,2.0
544,rpi-8d,2.0,299.2,72.2,210.1,305.8,310.9,2.0
545,rpi-8a,2.0,25.3,126.3,145.8,148.7,84.8,2.0
546,rpi-8b,2.0,26.5,40.2,37.6,134.1,199.5,2.0
547,odroid3,2.0,147.0,171.0,31.7,288.6,51.2,2.0
548,odroid3,2.0,181.3,24.9,199.1,150.3,99.0,2.0
549,rpi-8d,2.0,49.3,69.0,191.7,71.9,32.4,2.0
550,rpi-8b,2.0,63.6,170.6,54.8,69.3,126.3,2.0
551,rpi-8c,2.0,220.1,196.3,104.1,19.0,145.0,2.0
552,odroid4,2.0,124.7,231.6,234.7,88.4,93.7,2.0
553,odroid2,2.0,69.8,38.6,129.1,142.0,181.2,2.0
554,odroid3,2.0,36.3,154.0,284.0,636.3,43.2,2.0
555,rpi-8c,2.0,192.3,49.7,240.7,288.6,155.6,2.1
556,rpi-8b,2.0,111.7,2.9,85.6,940.3,258.8,2.0
557,rpi-8d,2.0,181.9,8.6,51.2,473.4,285.7,2.0
558,rpi-8c,2.0,103.1,98.4,18.4,106.0,96.8,2.0
559,rpi-8a,2.0,17.8,66.1,34.4,516.8,109.0,2.0
560,odroid4,2.0,484.5,37.2,20.3,82.0,134.4,2.0
561,rpi-8d,2.0,9.9,101.4,313.3,154.1,30.5,2.0
562,odroid3,2.0,42.3,54.2,226.1,460.3,35.6,2.0
563,odroid3,2.0,66.1,20.4,75.2,406.5,346.2,2.0
564,odroid2,2.0,339.1,261.3,135.9,3.5,20.0,2.0
565,rpi-8c,2.0,586.0,47.0,297.9,16.4,148.8,2.0
566,rpi-8c,2.0,56.0,269.8,88.0,63.0,23.6,2.0
567,rpi-8a,2.0,16.0,721.5,455.2,100.6,62.2,2.0
568,odroid4,2.0,7.2,625.5,89.0,105.0,32.7,2.0
569,odroid3,2.0,254.1,17.2,77.0,1249.4,168.6,2.0
570,odroid2,2.0,35.2,135.0,685.7,118.0,67.5,2.0
571,rpi-8c,2.0,590.0,50.5,14.5,148.0,102.4,2.0
572,odroid1,2.0,36.3,617.8,62.7,205.3,276.4,2.0
573,odroid1,2.0,416.7,179.2,72.0,126.4,193.7,2.0
574,rpi-4a,2.0,237.9,153.5,123.1,40.2,226.5,2.0
575,rpi-8b,2.0,741.8,134.5,42.7,116.1,23.8,2.0
576,odroid1,2.0,41.7,494.0,698.3,12.2,49.2,2.0
577,odroid2,2.0,73.8,154.0,307.5,135.1,38.7,2.0
578,odroid2,2.0,282.8,72.0,207.6,14.3,130.3,2.0
579,odroid2,2.0,109.4,297.3,72.8,278.9,145.1,2.0
580,odroid1,2.0,31.6,648.1,547.2,67.4,64.2,2.0
581,odroid2,2.0,119.1,115.1,31.0,31.9,9.7,2.0
582,odroid1,2.0,166.2,113.7,157.6,386.7,116.5,2.0
583,rpi-8c,2.0,155.4,470.6,34.9,133.3,84.7,2.0
584,rpi-8b,2.0,102.4,10.5,651.6,130.8,194.9,2.0
585,rpi-8b,2.0,354.5,70.9,209.7,177.7,254.4,2.0
586,rpi-8a,2.0,85.8,87.9,9.0,88.8,37.3,2.0
587,rpi-8d,2.0,26.2,24.9,448.4,5.2,101.6,2.0
588,odroid1,2.0,21.8,76.8,384.8,33.3,12.1,2.0
589,rpi-8a,2.0,123.1,60.0,41.2,365.5,252.8,2.9
590,odroid1,2.0,41.8,438.6,28.0,45.9,53.5,2.0
591,odroid3,2.0,166.2,225.9,133.0,12.7,44.3,2.0
592,odroid1,2.0,91.5,347.7,18.8,4.7,73.5,2.0
593,odroid3,2.0,72.0,371.5,6.2,323.6,121.3,2.0
594,rpi-8a,2.0,414.3,69.3,392.2,150.6,237.6,2.0
595,odroid3,2.0,27.2,341.9,195.3,442.8,90.0,2.0
596,rpi-8d,2.0,39.1,586.9,1172.1,12.1,29.8,2.0
597,rpi-8a,2.0,110.8,212.5,15.4,245.3,137.2,2.0
598,odroid4,2.0,5.8,386.9,169.0,3.2,22.3,2.0
599,odroid1,2.0,199.0,237.3,19.7,63.1,192.7,2.0
600,odroid3,2.0,9.9,1061.1,287.7,144.6,9.9,2.0
601,odroid3,2.0,93.9,72.4,163.3,374.3,210.3,2.0
602,odroid3,2.0,42.3,404.8,137.5,50.1,6.1,2.0
603,odroid4,2.0,514.0,100.7,262.8,19.4,56.6,2.0
604,rpi-8c,2.0,113.7,37.7,316.9,108.1,23.5,2.0
605,rpi-8c,2.0,44.8,81.0,467.2,4.3,38.4,2.0
606,rpi-8d,2.0,340.1,92.9,319.8,100.3,102.8,2.0
607,rpi-8a,2.0,49.0,38.1,617.5,41.6,5.7,2.0
608,rpi-8d,2.0,235.8,370.3,20.5,42.6,11.7,2.0
609,odroid4,2.0,476.9,117.9,258.2,173.9,180.0,2.0
610,rpi-8c,2.0,245.2,311.0,68.6,210.8,61.0,2.0
611,odroid1,2.0,316.9,1244.8,23.4,240.2,38.6,2.0
612,rpi-8d,2.0,158.7,95.0,123.4,75.6,71.0,2.0
613,rpi-8d,2.0,1038.9,30.7,122.1,165.9,225.8,2.0
614,rpi-8c,2.0,86.4,205.1,336.2,32.2,196.7,2.0
615,rpi-8c,2.0,80.4,64.8,85.5,142.3,120.4,2.0
616,odroid2,2.0,7.6,365.7,283.8,11.2,31.7,2.0
617,odroid4,2.0,98.4,1182.0,377.0,45.7,16.5,2.0
618,odroid4,2.0,207.3,26.8,198.9,43.7,22.3,2.0
619,odroid2,2.0,67.4,113.8,24.7,56.2,322.1,2.0
620,odroid4,2.0,99.8,1.0,109.7,806.9,209.8,2.0
621,odroid3,2.0,728.0,10.6,252.8,427.1,154.3,2.0
622,odroid3,2.0,227.7,104.8,402.2,276.5,508.9,2.0
623,odroid4,2.0,318.4,99.4,51.0,193.6,222.3,2.0
624,odroid3,2.0,129.4,1.7,617.3,562.0,86.6,2.0
625,rpi-8c,2.0,143.3,83.6,211.1,48.9,76.2,2.0
626,rpi-8d,2.0,100.6,763.9,566.2,202.9,181.8,2.0
627,odroid3,2.0,203.6,159.9,77.6,165.6,48.5,2.0
628,rpi-8c,2.0,150.1,297.5,1056.9,154.4,42.2,2.0
629,odroid4,2.0,24.5,343.8,101.1,138.6,23.3,2.0
630,rpi-4a,2.0,28.0,927.8,267.1,7.0,93.7,2.0
631,odroid4,2.0,35.2,1565.0,118.8,158.6,101.6,2.0
632,rpi-8d,2.0,43.0,17.8,288.4,265.0,113.8,2.0
633,rpi-8c,2.0,62.3,492.7,95.0,146.9,83.1,2.0
634,odroid2,2.0,158.6,114.2,157.9,145.1,63.2,2.0
635,odroid4,2.0,284.3,6.2,121.3,259.6,75.3,2.0
636,rpi-8d,2.0,336.6,5.4,942.4,140.5,13.5,2.0
637,rpi-4a,2.0,43.8,372.9,145.9,284.8,17.7,2.0
638,odroid2,2.0,107.6,423.0,117.5,181.6,74.4,2.0
639,odroid3,2.0,45.6,16.0,426.1,157.6,198.6,2.0
640,rpi-8c,2.0,22.2,445.1,554.6,1475.7,42.4,2.0
641,rpi-8c,2.0,58.6,92.6,1325.1,403.2,52.2,2.0
642,odroid4,3.2,404.0,181.7,48.0,354.2,44.2,2.0
643,rpi-8b,2.0,345.5,325.6,50.3,389.4,61.6,2.0
644,rpi-8a,2.0,58.0,291.7,419.9,39.5,29.4,2.0
645,odroid1,2.0,49.6,187.0,395.6,92.9,39.2,2.0
646,rpi-8d,2.0,19.3,122.2,903.3,122.0,317.2,2.0
647,rpi-8d,2.0,260.6,86.0,116.1,4.3,24.9,2.0
648,odroid3,2.0,357.5,201.2,72.1,69.0,21.1,2.0
649,odroid4,2.0,19.1,921.7,502.6,178.3,13.0,2.0
650,odroid2,2.0,321.6,198.5,18.2,632.9,86.6,2.0
651,rpi-8b,2.0,15.2,645.8,292.6,88.0,26.6,2.0
652,odroid4,2.0,211.8,277.8,14.9,10.1,63.8,2.0
653,odroid4,2.0,174.5,119.4,16.1,163.1,311.1,2.0
654,odroid1,2.0,58.8,482.0,204.4,213.3,21.2,2.0
655,rpi-4a,2.0,2.3,638.2,423.7,5.4,59.3,2.0
656,rpi-8c,2.0,474.4,357.4,83.3,192.7,29.7,2.0
657,odroid4,2.0,14.7,786.6,3.5,306.6,77.3,2.0
658,odroid4,2.0,328.7,42.6,61.7,83.2,25.7,2.0
659,odroid3,2.0,437.3,39.0,102.7,232.6,152.5,2.0
660,rpi-8d,2.0,357.2,178.4,15.4,103.6,175.8,2.0
661,rpi-8a,2.0,201.8,278.1,156.6,148.4,364.8,2.0
662,rpi-8d,2.0,338.5,45.4,405.8,49.7,55.9,2.0
663,odroid3,2.0,155.2,201.5,96.0,50.8,111.1,2.0
664,odroid3,2.0,21.5,144.3,116.5,240.3,77.5,2.0
665,rpi-8d,2.0,678.7,250.4,51.5,17.0,144.9,2.0
666,rpi-8d,2.0,172.3,19.1,778.7,234.3,1123.9,2.0
667,rpi-8c,2.0,41.9,157.5,198.9,266.7,231.3,2.0
668,odroid2,2.0,40.6,133.9,277.1,27.3,205.5,2.0
669,odroid1,2.0,32.7,13.7,486.4,335.6,283.4,2.0
670,odroid3,2.0,126.1,241.8,46.3,245.7,52.4,2.0
671,odroid3,5.9,925.6,15.9,105.2,271.1,221.7,2.0
672,rpi-4a,2.0,18.5,218.9,1168.0,31.9,26.0,2.0
673,odroid2,2.0,151.6,54.7,5.8,32.4,132.0,2.0
674,rpi-8d,2.0,86.5,140.4,44.8,45.5,78.6,2.0
675,odroid2,2.0,174.0,273.5,7.1,46.9,80.3,2.0
676,odroid4,2.0,177.1,34.8,20.2,153.3,51.6,2.0
677,odroid3,2.0,143.1,536.6,239.4,29.9,50.1,2.0
678,rpi-4a,2.0,706.3,196.6,103.8,31.7,90.0,2.1
679,rpi-8a,2.0,33.7,16.6,388.6,269.9,87.4,2.0
680,odroid3,2.0,47.0,246.1,105.3,6.3,15.4,2.0
681,odroid4,2.0,146.3,921.5,256.6,1.7,152.1,2.0
682,rpi-4a,2.0,20.0,781.5,362.8,242.8,55.1,2.0
683,odroid4,2.0,182.0,408.3,280.0,142.5,171.4,2.0
684,odroid3,2.0,306.3,41.8,189.5,64.9,132.9,2.0
685,rpi-8b,2.0,508.2,24.2,119.3,52.2,50.3,2.0
686,odroid2,2.0,57.0,110.5,189.8,12.9,197.5,2.0
687,odroid4,2.0,77.6,18.4,1135.5,71.8,106.7,2.0
688,odroid2,2.0,92.8,400.0,58.2,61.2,60.4,2.0
689,odroid2,2.0,412.1,136.9,132.0,45.0,29.4,2.0
690,odroid3,2.0,1.8,595.9,150.5,64.7,18.7,2.0
691,rpi-8a,2.0,155.0,109.3,236.0,148.0,28.0,2.0
692,odroid3,2.0,27.4,46.6,650.3,183.3,103.1,2.0
693,odroid3,2.0,254.7,19.8,56.8,300.9,123.9,2.0
694,odroid3,2.0,245.9,60.0,41.4,117.9,37.1,2.0
695,odroid3,2.0,34.3,97.4,363.4,59.6,149.0,2.0
696,odroid3,2.0,133.2,397.6,214.3,82.9,258.7,2.0
697,rpi-8a,2.0,14.8,99.6,670.3,209.0,6.1,2.0
698,odroid3,2.0,143.5,80.7,268.4,266.0,358.2,2.0
699,odroid4,2.0,84.3,167.8,201.7,9.5,82.1,2.0
700,odroid1,2.0,19.6,888.6,20.0,279.3,2.8,2.0
701,odroid2,2.0,37.5,777.4,48.0,54.0,43.2,2.0
702,rpi-8b,2.0,238.6,279.2,496.2,160.5,223.3,2.0
703,rpi-8b,2.0,54.5,167.4,59.6,823.9,252.2,2.0
704,rpi-8c,2.0,59.4,227.8,61.4,8.2,417.2,2.0
705,odroid4,2.0,201.8,506.9,216.9,656.0,108.6,2.0
706,rpi-8c,2.0,190.0,77.2,161.7,28.2,71.6,2.0
707,rpi-8a,2.0,20.4,719.3,976.6,9.8,198.3,2.0
708,odroid1,2.0,326.4,38.2,254.9,28.8,376.5,2.0
709,odroid1,2.0,31.7,28.7,298.9,33.0,41.8,2.0
710,odroid2,2.0,294.0,206.5,55.3,15.3,11.5,2.0
711,odroid4,2.0,332.3,158.0,74.5,181.6,266.2,2.0
712,odroid2,2.0,447.8,268.0,3.1,27.0,11.0,2.0
713,rpi-8b,2.0,235.1,19.2,281.9,340.8,123.0,2.0
714,odroid4,2.0,187.4,126.1,29.3,31.3,19.2,2.0
715,odroid1,2.0,192.0,341.8,414.0,78.4,43.5,2.0
716,odroid1,2.0,147.5,122.7,361.2,346.6,179.6,2.0
717,odroid3,2.0,18.0,179.8,477.8,460.9,55.3,2.0
