,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,label
2990,170.0,233.1,141.0,192.7,165.3,171.6,150.7,impersonator
4110,37.8,228.79999999999998,243.70000000000002,227.29999999999998,452.59999999999997,21.6,29.6,impersonator
2425,141.7,179.1,168.1,152.5,183.6,149.0,192.7,impersonator
1642,-4.0,18.0,1371.1,21.7,34.1,-0.5,31.8,impersonator
1499,172.0,173.0,174.0,173.0,173.0,173.0,174.0,genuine
4424,164.0,172.0,159.0,169.0,168.0,14.0,166.0,genuine
873,218.3,410.4,433.3,16.9,233.4,233.3,433.4,genuine
2754,19.6,14.8,613.2,203.8,17.9,21.3,22.9,genuine
3613,169.0,175.0,176.0,173.0,175.0,173.0,173.0,genuine
1569,23.3,20.3,-2.6999999999999993,1182.3,23.5,4.5,19.1,impersonator
156,163.0,168.0,166.0,166.0,168.0,169.0,166.0,genuine
1193,171.0,172.0,175.0,174.0,174.0,171.0,174.0,genuine
2419,14.0,23.0,14.3,16.4,955.7,15.2,1033.9,genuine
4023,18.5,251.70000000000002,248.79999999999998,240.4,249.8,465.5,40.9,impersonator
2880,227.8,232.0,450.3,31.5,233.7,233.0,450.9,genuine
2956,177.8,188.7,143.0,27.8,130.5,330.6,170.6,impersonator
808,233.8,228.0,232.5,433.5,16.4,234.1,232.6,genuine
4334,163.9,174.4,146.8,157.0,152.7,196.3,170.8,impersonator
762,161.8,169.8,186.0,144.6,171.6,155.3,179.6,impersonator
207,167.0,172.0,168.0,170.0,172.0,170.0,167.0,genuine
4392,26.9,32.5,989.6,424.40000000000003,37.0,25.900000000000002,31.1,impersonator
3552,899.1,6.800000000000001,7.499999999999998,16.1,2055.1000000000004,28.400000000000002,-9.3,impersonator
2029,181.6,181.1,158.2,182.4,189.5,172.2,162.9,impersonator
2780,170.7,153.6,158.7,180.3,175.9,162.3,173.4,impersonator
3571,163.0,168.0,168.0,166.0,167.0,167.0,169.0,genuine
4417,166.0,171.0,171.0,172.0,172.0,170.0,165.0,genuine
2311,71.3,62.3,129.8,22.5,61.6,36.7,158.0,impersonator
639,2.0,1.8999999999999986,1601.5,0.10000000000000142,32.4,10.299999999999999,31.400000000000002,impersonator
272,15.9,13.9,15.3,16.2,974.8,17.9,16.6,genuine
1118,11.0,184.0,12.0,300.0,350.0,166.0,166.0,genuine
4950,21.7,-2.0,971.6,615.5,27.9,32.6,36.400000000000006,impersonator
3660,164.0,185.0,157.0,172.0,170.0,170.0,169.0,genuine
1700,3.5000000000000018,214.70000000000002,251.1,221.1,209.9,24.6,232.10000000000002,impersonator
3165,19.1,256.90000000000003,214.2,219.4,11.4,199.3,440.5,impersonator
1564,170.9,640.9,19.900000000000002,15.200000000000001,14.7,11.8,25.0,impersonator
2566,429.4,16.1,233.2,233.4,233.2,433.7,16.3,genuine
2442,186.4,174.3,33.9,149.6,345.3,156.1,171.5,impersonator
2749,457.6,32.1,237.10000000000002,252.0,472.6,6.799999999999999,231.5,impersonator
363,163.1,171.2,151.2,149.3,160.9,169.9,192.4,impersonator
894,18.0,18.2,1199.4,17.1,16.4,17.3,17.4,genuine
2100,166.0,169.0,168.0,166.0,166.0,169.0,8.0,genuine
3309,178.9,191.6,150.7,188.8,148.9,183.3,171.6,impersonator
4204,163.0,169.0,168.0,166.0,167.0,167.0,167.0,genuine
610,-1.5,433.79999999999995,-8.1,208.79999999999998,31.1,224.20000000000002,397.2,impersonator
708,4.699999999999999,47.1,68.3,-2.6999999999999993,57.800000000000004,116.0,41.699999999999996,impersonator
3279,11.9,1381.6,20.7,16.7,19.2,18.9,18.7,genuine
154,160.8,157.0,168.8,153.5,171.6,155.4,149.5,impersonator
4466,171.0,171.0,175.0,173.0,172.0,173.0,174.0,genuine
2623,37.4,3.8000000000000007,326.0,830.5,21.1,2.1999999999999993,43.099999999999994,impersonator
4229,237.1,233.0,250.0,254.7,213.8,242.6,242.9,impersonator
4369,-0.5,241.6,236.4,238.1,446.8,-7.899999999999999,211.8,impersonator
1430,178.1,195.1,154.1,169.1,167.8,180.0,173.6,impersonator
392,995.7,18.6,20.3,19.8,20.1,20.0,19.9,genuine
3840,172.0,172.0,175.0,173.0,175.0,174.0,172.0,genuine
3051,415.4,33.3,427.4,26.5,410.5,29.0,232.1,impersonator
3576,53.0,70.7,24.8,119.7,64.5,27.8,87.2,genuine
3164,2027.2,14.9,20.8,22.0,19.9,14.1,18.3,genuine
3388,215.8,196.9,433.2,232.9,433.7,16.1,233.3,genuine
667,1.299999999999999,20.2,630.4,43.6,-7.799999999999999,36.7,-6.0,impersonator
3044,18.3,19.9,46.0,1515.2,26.1,18.900000000000002,36.900000000000006,impersonator
956,172.0,174.0,175.0,171.0,174.0,173.0,174.0,genuine
4935,9.5,34.8,1428.3,14.9,-6.100000000000001,32.3,27.299999999999997,impersonator
1091,164.0,169.0,165.0,14.0,153.0,335.0,168.0,genuine
2254,784.1,207.0,16.5,18.4,18.9,20.8,17.2,genuine
4330,167.0,171.0,171.0,170.0,172.0,170.0,166.0,genuine
3737,12.8,16.6,139.8,1048.7,17.3,17.4,16.9,genuine
1349,33.8,250.79999999999998,213.9,439.8,-1.3000000000000007,243.1,227.10000000000002,impersonator
4245,165.0,168.0,169.0,168.0,166.0,166.0,167.0,genuine
4957,38.0,2125.5,38.0,6.9,-0.40000000000000213,26.700000000000003,9.7,impersonator
3292,27.4,526.1999999999999,1693.8,24.2,35.4,78.9,40.6,impersonator
4243,163.0,166.0,167.0,167.0,166.0,168.0,168.0,genuine
2513,185.8,178.7,150.3,158.9,147.2,181.6,170.5,impersonator
3467,164.0,187.0,155.0,169.0,169.0,171.0,169.0,genuine
1609,166.0,191.0,153.0,169.0,171.0,170.0,170.0,genuine
3132,171.0,173.0,176.0,173.0,172.0,175.0,172.0,genuine
2111,17.1,1005.4,14.7,14.7,17.6,15.8,17.1,genuine
822,13.4,598.6,415.9,16.5,19.1,18.9,18.5,genuine
348,15.5,20.5,783.9,418.7,15.6,18.7,19.0,genuine
3190,7.900000000000002,61.2,1744.2,3.8999999999999986,11.399999999999999,-0.5999999999999979,-1.1000000000000014,impersonator
1939,185.5,164.9,179.3,149.6,-7.4,149.4,327.5,impersonator
4261,20.2,13.8,126.4,1055.2,20.1,15.9,19.0,genuine
775,172.0,173.0,175.0,173.0,173.0,174.0,171.0,genuine
585,165.0,168.0,166.0,166.0,167.0,167.0,168.0,genuine
2541,229.3,233.6,433.3,16.4,233.3,16.3,216.4,genuine
3876,2.6000000000000014,43.9,38.8,986.5,19.2,8.3,-1.5,impersonator
3751,27.8,29.7,1425.6,31.2,9.7,14.4,422.3,impersonator
1283,167.0,190.0,13.0,150.0,333.0,183.0,167.0,genuine
3181,16.3,14.6,1414.4,17.6,16.2,18.2,17.8,genuine
2797,226.6,232.9,196.20000000000002,252.20000000000002,213.5,442.8,31.8,impersonator
1109,176.1,158.1,176.0,146.4,191.9,168.6,190.4,impersonator
4271,169.0,173.0,168.0,172.0,171.0,173.0,164.0,genuine
1931,35.4,13.8,333.40000000000003,1463.3,19.7,33.0,12.5,impersonator
2538,597.4,387.79999999999995,27.8,17.7,8.400000000000002,22.0,21.0,impersonator
1309,165.0,153.7,190.3,171.0,195.0,150.8,180.2,impersonator
3734,163.0,168.0,168.0,167.0,165.0,164.0,167.0,genuine
4846,331.0,190.0,151.0,170.0,170.0,170.0,169.0,genuine
4056,397.09999999999997,211.39999999999998,438.2,17.0,455.5,29.3,222.4,impersonator
659,150.5,174.4,185.2,144.7,184.4,178.1,168.1,impersonator
1934,132.3,646.2,18.1,29.599999999999998,4.199999999999999,34.9,3.0,impersonator
2772,15.4,229.3,232.2,16.4,216.4,199.8,216.5,genuine
1820,417.40000000000003,17.5,232.6,239.0,413.59999999999997,-2.1000000000000014,234.1,impersonator
3754,42.5,66.2,90.9,1500.7,15.4,18.2,18.5,genuine
859,13.1,19.7,1444.1,21.5,16.3,19.2,20.8,genuine
3420,165.0,183.0,158.0,170.0,168.0,170.0,169.0,genuine
1138,8.4,450.7,11.200000000000001,230.6,254.1,240.5,422.2,impersonator
1458,167.0,166.0,165.0,168.0,166.0,169.0,167.0,genuine
1541,5.899999999999999,8.899999999999999,1381.3,14.0,-4.699999999999999,5.6,12.2,impersonator
1458,162.4,163.0,162.3,145.6,182.1,159.8,143.6,impersonator
3705,2.0999999999999996,26.0,601.9,39.5,37.599999999999994,-4.199999999999999,0.7999999999999972,impersonator
3788,468.0,43.599999999999994,222.8,220.8,438.7,26.9,253.29999999999998,impersonator
3766,230.1,232.9,433.1,16.6,233.1,233.4,433.5,genuine
837,16.299999999999997,18.9,1193.1,647.9,10.400000000000002,39.2,22.200000000000003,impersonator
4818,167.0,172.0,170.0,173.0,171.0,170.0,166.0,genuine
422,171.0,174.0,174.0,173.0,175.0,173.0,173.0,genuine
4575,18.0,171.0,321.0,169.0,170.0,13.0,166.0,genuine
3130,217.0,222.6,221.2,415.7,227.5,237.6,212.9,impersonator
1701,-6.400000000000002,1356.7,30.7,4.599999999999998,30.4,22.900000000000002,10.000000000000002,impersonator
2488,19.6,20.3,772.3,631.7,20.1,16.4,18.6,genuine
1981,14.7,17.3,18.2,388.6,3.9,17.0,18.5,genuine
3772,12.7,232.6,233.1,233.2,216.1,233.4,16.4,genuine
3197,423.20000000000005,230.5,210.79999999999998,14.2,222.5,193.2,221.60000000000002,impersonator
1275,167.0,171.0,171.0,170.0,169.0,169.0,168.0,genuine
312,171.0,172.0,176.0,172.0,175.0,175.0,173.0,genuine
1572,29.7,-2.6000000000000014,1802.8,7.300000000000001,0.9000000000000004,-3.400000000000002,10.3,impersonator
3591,12.599999999999998,29.6,-6.100000000000001,601.9000000000001,35.6,39.0,34.7,impersonator
1465,152.4,157.8,165.8,161.3,186.4,169.1,163.5,impersonator
451,165.0,166.0,168.0,167.0,167.0,167.0,168.0,genuine
4523,36.2,4.899999999999999,59.1,1547.9,42.3,15.7,19.0,impersonator
3031,168.0,172.0,171.0,172.0,171.0,171.0,167.0,genuine
3829,65.6,559.3,19.7,19.9,32.9,2485.5,12.4,genuine
4058,429.4,16.2,232.7,233.3,433.4,16.5,433.5,genuine
4544,33.6,227.9,229.8,232.8,232.6,450.0,32.9,genuine
1257,178.6,200.8,145.5,147.2,153.8,175.0,179.5,impersonator
2365,155.1,182.5,170.7,150.8,168.1,164.5,184.1,impersonator
3502,49.3,1107.6,15.5,16.5,16.8,16.5,16.8,genuine
2932,33.9,239.79999999999998,233.29999999999998,433.9,0.5,224.0,217.60000000000002,impersonator
3133,16.7,17.0,976.7,630.1,15.8,17.1,18.1,genuine
3895,164.0,175.0,158.0,169.0,171.0,170.0,171.0,genuine
656,8.5,-1.6000000000000014,43.6,45.7,705.4,-2.400000000000002,7.299999999999999,impersonator
580,151.0,179.7,134.0,149.7,179.8,173.5,147.8,impersonator
2734,29.3,455.40000000000003,10.2,224.89999999999998,220.4,236.29999999999998,235.3,impersonator
2985,-0.3000000000000007,414.0,25.400000000000002,256.1,217.4,449.4,33.400000000000006,impersonator
1501,229.6,28.8,216.3,198.5,418.0,232.4,450.8,genuine
4332,15.0,15.3,1386.9,15.5,17.4,17.1,17.2,genuine
529,229.7,433.5,16.8,232.5,233.6,16.3,215.9,genuine
3481,143.3,167.5,177.6,9.4,129.3,342.0,182.5,impersonator
3899,24.799999999999997,44.900000000000006,1001.0,649.6,25.0,29.400000000000002,2.1999999999999993,impersonator
250,229.9,232.8,433.3,16.8,233.5,233.2,432.9,genuine
2156,1001.0,15.5,16.4,17.0,16.1,17.1,16.8,genuine
1168,163.0,166.0,167.0,166.0,166.0,164.0,167.0,genuine
379,171.0,175.0,173.0,172.0,172.0,173.0,173.0,genuine
4451,427.40000000000003,8.4,249.10000000000002,242.7,452.4,23.2,221.8,impersonator
3986,406.6,426.8,16.3,16.3,16.8,16.8,17.0,genuine
1524,166.6,164.4,179.5,161.8,194.5,170.5,148.3,impersonator
3519,224.7,232.6,233.4,433.3,17.5,232.9,232.1,genuine
2513,170.0,173.0,173.0,173.0,171.0,172.0,173.0,genuine
4506,167.0,173.0,170.0,173.0,170.0,171.0,167.0,genuine
4768,428.7,32.300000000000004,253.70000000000002,231.89999999999998,249.1,237.29999999999998,19.3,impersonator
429,171.0,145.5,185.8,159.7,167.4,175.3,153.7,impersonator
2745,173.3,186.1,185.7,180.4,184.9,175.8,163.6,impersonator
1592,189.2,158.6,190.0,190.7,191.3,187.2,188.4,impersonator
4177,163.6,169.0,156.8,143.1,144.2,190.7,149.2,impersonator
2323,168.0,171.0,171.0,170.0,171.0,171.0,167.0,genuine
4730,183.6,160.1,185.9,197.6,177.9,151.9,157.0,impersonator
4365,172.0,173.0,173.0,172.0,174.0,172.0,174.0,genuine
1001,19.1,494.9,33.9,-7.900000000000002,-1.5999999999999979,2294.6,195.0,impersonator
3297,15.3,216.8,212.3,199.8,417.1,233.0,233.2,genuine
1517,-2.0999999999999996,25.3,1184.8999999999999,393.9,26.0,11.8,38.099999999999994,impersonator
1447,20.799999999999997,42.3,1371.3,8.5,13.799999999999999,-4.400000000000002,28.0,impersonator
1887,230.0,237.0,449.2,15.7,233.5,231.7,450.6,genuine
1055,33.6,38.0,977.1,637.7,25.4,38.2,18.0,impersonator
520,3.5,26.200000000000003,-3.0,991.4,439.8,23.2,26.299999999999997,impersonator
783,33.5,-5.199999999999999,299.70000000000005,1269.5,36.6,21.0,-4.800000000000001,impersonator
128,171.0,174.0,174.0,172.0,174.0,172.0,173.0,genuine
65,181.1,167.6,181.4,189.8,148.6,178.9,188.6,impersonator
2287,163.8,153.9,178.6,171.0,191.6,29.7,156.4,impersonator
80,11.700000000000001,31.6,8.799999999999999,978.3,427.90000000000003,5.099999999999998,8.8,impersonator
2370,8.299999999999999,224.89999999999998,241.5,219.70000000000002,444.1,27.7,454.90000000000003,impersonator
3997,20.3,21.8,107.7,1049.4,18.2,19.0,19.0,genuine
4831,15.0,15.6,16.5,64.1,86.9,64.6,96.0,genuine
2251,7.200000000000001,19.6,1183.6000000000001,438.7,7.399999999999999,35.3,3.8000000000000007,impersonator
4649,169.7,170.8,155.0,192.9,182.2,156.1,156.8,impersonator
4130,182.3,179.2,183.5,197.5,172.3,149.9,164.5,impersonator
352,165.8,144.0,180.5,180.2,187.4,184.9,141.8,impersonator
4235,2.299999999999999,19.1,1369.8,226.0,7.9,25.6,5.299999999999999,impersonator
4133,229.3,233.0,16.3,216.3,417.0,233.2,433.0,genuine
2310,229.2,432.9,16.5,233.1,433.4,16.6,233.2,genuine
1264,185.4,166.2,151.2,143.4,189.5,154.4,187.7,impersonator
3283,182.7,166.2,179.3,165.8,185.8,153.9,166.3,impersonator
2116,167.0,187.0,1.0,169.0,13.0,317.0,349.0,genuine
3497,21.1,69.6,1124.6,622.8,4.199999999999999,31.799999999999997,25.200000000000003,impersonator
3118,16.3,812.9,15.1,17.8,18.7,18.7,18.8,genuine
3542,13.4,47.8,1761.2,17.0,16.6,17.0,17.4,genuine
3012,12.6,232.9,231.9,433.3,16.8,233.0,233.1,genuine
2873,169.7,163.8,173.9,195.0,148.1,148.9,191.8,impersonator
1916,228.8,233.0,433.1,16.7,233.1,232.9,433.4,genuine
1252,-0.20000000000000107,108.9,85.5,86.39999999999999,18.3,72.1,0.6000000000000014,impersonator
181,168.9,-8.100000000000001,160.0,324.5,148.1,142.5,178.6,impersonator
1443,165.0,186.0,154.0,170.0,171.0,172.0,169.0,genuine
2098,171.5,197.4,4.0,167.6,335.6,180.9,195.3,impersonator
2705,156.2,181.0,191.7,197.6,152.4,181.2,159.1,impersonator
4262,170.0,173.0,176.0,174.0,175.0,172.0,173.0,genuine
2266,413.0,233.1,233.6,15.3,217.3,416.7,433.0,genuine
1718,12.1,17.3,1392.0,17.3,15.5,17.7,17.8,genuine
3089,164.0,167.0,166.0,14.0,152.0,332.0,169.0,genuine
2463,903.5,26.700000000000003,3.700000000000003,14.700000000000001,51.800000000000004,56.400000000000006,45.1,impersonator
1265,15.3,17.7,1364.2,16.6,17.7,17.8,16.8,genuine
3451,163.0,166.0,167.0,168.0,166.0,165.0,166.0,genuine
2033,165.0,168.0,166.0,168.0,164.0,165.0,166.0,genuine
4127,185.5,161.1,186.0,3.0999999999999996,144.6,339.9,187.6,impersonator
364,212.1,420.79999999999995,24.3,220.0,247.7,428.8,26.2,impersonator
4674,190.5,183.0,187.8,171.6,158.1,181.0,170.5,impersonator
1746,813.9,15.6,17.6,17.5,17.5,23.6,56.1,genuine
748,-1.200000000000001,44.1,800.0,398.3,-0.5,8.799999999999999,15.600000000000001,impersonator
3307,83.5,52.3,2010.0,-9.600000000000001,641.5,-4.5,11.5,impersonator
657,175.2,171.6,157.0,150.5,185.2,151.7,151.9,impersonator
1448,15.5,18.0,17.7,20.3,756.4,17.2,18.9,genuine
4723,183.9,181.6,162.1,189.1,168.1,14.1,144.5,impersonator
4803,37.0,-6.499999999999998,6.8999999999999995,36.900000000000006,1145.5,4.700000000000001,2.3999999999999986,impersonator
2264,73.9,6.5,16.2,39.8,71.7,73.2,107.5,genuine
4692,-7.599999999999998,247.4,228.7,225.0,3.3999999999999986,192.70000000000002,219.1,impersonator
94,2.0,1682.8999999999999,4.800000000000001,9.8,1021.0999999999999,6.0,13.5,impersonator
296,169.0,174.0,175.0,174.0,173.0,173.0,172.0,genuine
2560,-8.2,37.900000000000006,1428.1999999999998,191.3,36.2,25.6,0.6999999999999993,impersonator
707,23.9,24.5,28.0,1599.0,42.6,34.3,-1.6999999999999993,impersonator
3470,15.0,770.5,400.5,30.4,29.599999999999998,41.2,-0.1999999999999993,impersonator
2898,226.8,226.7,410.40000000000003,35.8,416.59999999999997,34.3,258.59999999999997,impersonator
977,172.5,150.8,145.7,192.2,179.3,191.7,176.8,impersonator
3362,167.0,172.0,169.0,171.0,173.0,171.0,165.0,genuine
3446,158.5,164.3,147.5,147.6,151.0,196.6,186.3,impersonator
3031,174.0,172.0,161.1,177.0,159.5,183.7,168.9,impersonator
4817,163.0,186.0,158.0,170.0,170.0,172.0,169.0,genuine
3694,13.5,16.9,400.7,422.2,16.4,18.5,18.8,genuine
3488,180.4,163.5,153.6,152.2,173.5,153.8,166.3,impersonator
4731,2.5000000000000018,28.4,995.0,11.8,-3.8999999999999986,1056.9,11.4,impersonator
4551,162.7,195.8,164.4,190.7,157.0,154.8,191.8,impersonator
3445,168.0,170.0,170.0,172.0,170.0,169.0,166.0,genuine
1845,236.8,221.0,235.5,215.60000000000002,5.399999999999999,212.89999999999998,192.5,impersonator
4529,163.0,167.0,167.0,164.0,167.0,167.0,165.0,genuine
2805,149.1,194.0,133.5,156.6,168.9,156.6,179.3,impersonator
2191,181.0,179.0,148.0,169.0,168.0,169.0,170.0,genuine
2152,172.3,169.7,166.8,148.3,157.2,189.6,171.6,impersonator
4470,156.8,176.7,153.4,190.5,199.2,186.8,156.8,impersonator
3222,230.3,232.3,232.9,233.4,233.6,233.1,233.3,genuine
4645,188.39999999999998,431.6,249.6,428.5,27.1,256.6,248.1,impersonator
1933,167.7,161.9,152.2,161.0,171.7,150.7,144.6,impersonator
2789,84.10000000000001,98.3,65.4,66.4,1723.8999999999999,4.700000000000001,1.0,impersonator
2225,-3.1000000000000014,-3.0,204.7,237.0,208.9,407.4,421.0,impersonator
2014,36.400000000000006,33.3,241.8,226.89999999999998,202.3,228.2,223.0,impersonator
430,241.4,231.5,432.7,1.1999999999999993,11.0,221.5,406.6,impersonator
3518,163.6,184.5,157.8,167.5,192.6,164.8,167.7,impersonator
4216,149.9,154.0,150.2,164.6,178.3,146.5,191.4,impersonator
583,12.7,232.3,233.4,433.0,17.1,232.9,233.2,genuine
2189,12.600000000000001,23.2,33.7,1184.4,30.900000000000002,11.2,14.999999999999998,impersonator
2984,430.1,16.7,234.6,233.8,450.3,15.4,233.6,genuine
2182,167.0,174.0,171.0,169.0,171.0,171.0,167.0,genuine
4679,158.8,151.6,162.2,188.8,177.7,155.8,175.1,impersonator
2195,15.8,997.1,384.8,18.8,19.8,19.5,21.2,genuine
131,816.6,33.8,-3.5,-0.3999999999999986,2078.7999999999997,39.4,14.0,impersonator
3349,164.4,175.2,193.7,179.0,194.1,161.8,158.5,impersonator
3732,184.0,11.0,150.0,333.0,183.0,167.0,167.0,genuine
4714,164.6,155.7,157.2,180.7,164.6,177.2,140.7,impersonator
322,155.9,192.8,160.6,145.7,149.2,173.9,191.6,impersonator
2326,142.5,173.3,184.8,147.1,171.2,165.4,190.1,impersonator
3020,39.5,39.7,23.400000000000002,16.6,703.9000000000001,9.3,-3.6000000000000014,impersonator
4263,209.2,208.2,252.8,420.6,25.6,240.6,209.1,impersonator
702,17.0,18.6,17.9,29.3,79.0,54.8,41.0,genuine
3729,162.7,153.6,151.5,186.3,158.6,168.4,148.8,impersonator
871,169.8,161.1,170.1,193.6,163.7,172.1,159.9,impersonator
1956,193.8,158.4,194.2,153.0,171.2,156.9,182.0,impersonator
2888,28.799999999999997,737.7,8.799999999999999,-3.599999999999998,25.5,56.5,67.6,impersonator
556,440.7,-0.7000000000000028,7.6,229.5,441.5,226.1,415.2,impersonator
3139,164.0,183.0,154.0,172.0,8.0,166.0,333.0,genuine
2831,37.7,34.3,1798.0,25.5,2.1999999999999993,9.3,20.400000000000002,impersonator
4715,4.100000000000001,-3.1000000000000014,196.8,229.4,436.5,216.9,446.6,impersonator
4746,93.2,1105.4,1706.8,20.4,16.6,16.6,70.4,genuine
2979,181.4,160.5,174.4,168.4,167.5,174.3,176.0,impersonator
1819,172.0,171.0,175.0,174.0,172.0,173.0,174.0,genuine
540,1336.1,14.5,17.0,16.9,17.2,15.5,55.6,genuine
1263,15.3,798.9,4.8,629.8,17.8,15.7,206.0,genuine
898,593.0,1479.3,19.3,19.6,21.2,24.9,81.9,genuine
2839,35.5,439.79999999999995,7.8,223.20000000000002,250.9,458.3,14.8,impersonator
2136,55.6,102.69999999999999,45.9,134.1,43.4,43.6,112.10000000000001,impersonator
1588,147.5,167.8,187.4,171.0,175.6,190.7,191.3,impersonator
2048,165.0,166.0,166.0,168.0,168.0,167.0,168.0,genuine
1174,231.0,231.5,16.3,216.3,417.0,16.3,216.5,genuine
971,164.0,167.0,168.0,166.0,167.0,168.0,168.0,genuine
1122,163.0,168.0,168.0,168.0,167.0,166.0,169.0,genuine
3230,165.0,169.0,166.0,167.0,166.0,166.0,169.0,genuine
4811,232.9,428.9,16.8,233.1,233.7,433.4,16.3,genuine
4014,34.8,1595.5,39.8,10.000000000000002,6.000000000000002,30.200000000000003,42.0,impersonator
890,164.0,170.0,167.0,165.0,166.0,167.0,165.0,genuine
4639,166.0,190.0,154.0,172.0,169.0,172.0,168.0,genuine
4761,34.0,1392.5,26.5,19.6,30.3,20.400000000000002,32.9,impersonator
604,14.5,16.9,1372.4,418.3,16.1,18.1,17.2,genuine
1795,150.6,148.6,156.7,194.6,161.1,189.2,173.7,impersonator
2923,230.1,233.0,433.1,16.8,232.1,233.1,433.8,genuine
2219,168.0,172.0,169.0,173.0,172.0,171.0,166.0,genuine
4397,20.4,17.099999999999998,351.2,631.8000000000001,2.5,27.799999999999997,1.0,impersonator
1743,246.7,229.5,215.1,438.90000000000003,26.6,249.3,418.4,impersonator
4903,151.4,192.7,187.4,-4.399999999999999,155.2,319.7,160.9,impersonator
1028,165.0,167.0,168.0,16.0,150.0,333.0,167.0,genuine
3817,6.300000000000001,30.4,1588.9,14.899999999999999,2.5,31.5,17.4,impersonator
851,62.4,2433.2,17.3,19.9,17.0,18.5,18.6,genuine
3188,148.3,165.2,194.8,162.2,188.2,178.8,150.4,impersonator
3235,170.0,174.0,175.0,174.0,171.0,176.0,172.0,genuine
2106,15.8,23.3,341.5,65.0,64.3,73.0,19.8,genuine
148,2.700000000000001,24.0,142.8,841.8,38.0,17.3,18.6,impersonator
673,166.0,171.0,169.0,171.0,170.0,171.0,168.0,genuine
1970,156.2,158.4,176.0,189.7,163.2,153.1,182.2,impersonator
343,209.60000000000002,413.2,9.5,31.8,217.0,198.5,200.70000000000002,impersonator
2410,165.0,14.0,154.0,332.0,167.0,168.0,8.0,genuine
4516,171.0,171.0,175.0,173.0,175.0,172.0,175.0,genuine
56,233.29999999999998,240.0,196.0,245.5,247.4,240.79999999999998,442.90000000000003,impersonator
2356,170.0,168.0,170.0,171.0,171.0,171.0,168.0,genuine
542,164.0,178.0,158.0,168.0,171.0,171.0,168.0,genuine
1447,16.2,18.3,1395.1,16.5,19.2,17.9,18.9,genuine
2802,164.0,168.0,168.0,165.0,167.0,168.0,169.0,genuine
4909,191.7,184.1,171.3,4.0,150.4,324.1,159.8,impersonator
2716,240.0,210.4,443.3,35.8,236.39999999999998,249.60000000000002,217.70000000000002,impersonator
1735,19.0,16.3,17.6,534.9,1269.0,19.7,20.3,genuine
3478,154.0,334.0,168.0,167.0,168.0,167.0,167.0,genuine
203,246.8,431.29999999999995,31.7,212.9,436.59999999999997,-6.100000000000001,221.8,impersonator
2476,183.3,152.4,184.0,188.8,169.8,152.6,150.5,impersonator
3481,163.0,168.0,167.0,16.0,152.0,330.0,169.0,genuine
4525,171.3,188.4,163.0,194.4,193.3,176.8,192.4,impersonator
3728,164.0,179.0,155.0,171.0,167.0,12.0,167.0,genuine
1328,20.5,19.7,114.8,1048.3,19.9,20.2,22.4,genuine
1775,19.0,19.0,107.3,1268.6,20.0,22.0,21.1,genuine
90,235.2,427.2,16.5,233.4,232.8,233.3,433.4,genuine
3391,153.2,189.2,190.0,165.2,179.5,182.2,183.7,impersonator
391,180.0,176.0,154.0,170.0,172.0,12.0,166.0,genuine
1454,11.8,229.3,231.6,450.0,30.8,233.5,217.5,genuine
1241,230.8,231.2,233.3,433.3,16.8,233.2,16.5,genuine
4057,430.0,4.4,251.2,242.39999999999998,409.79999999999995,40.7,250.10000000000002,impersonator
410,440.9,215.6,425.4,41.0,213.4,-4.300000000000001,205.70000000000002,impersonator
3021,44.5,1531.9,23.5,32.8,14.8,14.0,20.0,impersonator
4942,188.5,159.3,151.5,160.4,156.6,188.9,170.2,impersonator
35,172.0,172.0,177.0,172.0,173.0,173.0,173.0,genuine
3569,16.1,20.0,1164.7,422.7,17.1,19.1,18.9,genuine
401,979.4000000000001,407.1,34.1,15.1,22.400000000000002,-3.3000000000000007,28.0,impersonator
2067,433.1,13.2,232.6,233.9,232.9,432.2,16.5,genuine
2550,2008.5,18.8,87.2,688.4,15.9,17.6,19.1,genuine
2139,443.5,33.8,464.4,37.3,26.2,218.9,216.4,genuine
2683,35.0,31.7,769.0,224.0,33.3,14.8,32.1,impersonator
3711,171.0,168.0,168.0,172.0,171.0,170.0,165.0,genuine
463,163.0,183.0,156.0,170.0,8.0,166.0,333.0,genuine
4390,163.0,349.0,155.0,169.0,9.0,167.0,332.0,genuine
4819,-17.700000000000003,107.39999999999999,293.40000000000003,15.8,84.6,88.69999999999999,44.8,impersonator
3575,230.0,453.4,30.4,233.6,232.8,450.6,16.8,genuine
117,35.6,99.9,48.1,142.6,43.7,73.30000000000001,29.699999999999996,impersonator
802,7.800000000000001,-9.6,202.0,227.4,178.2,209.4,233.79999999999998,impersonator
3932,252.5,251.20000000000002,240.1,449.0,14.0,476.7,10.399999999999999,impersonator
4963,19.0,19.3,770.8,208.4,21.2,17.3,608.5,genuine
3792,167.0,187.0,156.0,172.0,172.0,170.0,172.0,genuine
2869,31.5,56.8,1517.5,624.1,21.0,20.8,35.7,genuine
3969,16.5,55.2,104.3,60.9,88.9,45.5,56.5,genuine
3600,247.39999999999998,252.4,454.6,17.199999999999996,237.9,223.39999999999998,474.40000000000003,impersonator
409,18.1,19.9,18.3,1149.5,19.8,20.7,19.4,genuine
4490,15.9,15.6,129.2,1047.5,17.4,19.7,16.7,genuine
