,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,label
288,100.2,63.8,47.7,170.6,62.6,31.4,120.3,genuine
1178,211.9,416.7,233.1,232.9,216.7,233.3,233.1,genuine
242,16.4,19.7,16.2,32.6,31.8,99.8,48.3,genuine
4409,165.0,167.0,10.0,158.0,334.0,167.0,166.0,genuine
1796,15.8,20.2,785.0,417.8,15.8,20.6,17.1,genuine
1359,38.3,1237.6,0.1999999999999993,-1.1000000000000014,41.0,-3.3000000000000007,610.6,impersonator
1095,15.200000000000001,42.5,396.0,416.2,38.8,33.5,40.099999999999994,impersonator
169,170.0,175.0,174.0,175.0,173.0,173.0,173.0,genuine
4151,163.3,190.0,156.5,22.0,133.0,335.2,158.7,impersonator
3471,154.8,155.3,193.2,157.9,164.3,167.1,178.2,impersonator
1289,181.0,81.60000000000001,186.29999999999998,170.9,199.0,850.8,11.9,impersonator
788,166.0,170.0,170.0,172.0,171.0,171.0,166.0,genuine
3773,169.3,160.0,160.0,188.5,6.4,166.7,331.3,impersonator
3924,161.4,161.5,166.4,154.7,190.2,193.6,165.2,impersonator
3197,162.8,178.6,180.4,156.2,158.4,190.3,174.6,impersonator
194,789.8,224.79999999999998,30.5,1.1999999999999993,22.400000000000002,20.200000000000003,13.0,impersonator
979,152.4,159.1,144.3,154.4,142.8,150.7,153.5,impersonator
3135,167.0,166.0,167.0,169.0,167.0,168.0,167.0,genuine
1398,1851.1,39.9,-7.100000000000001,8.200000000000001,36.4,18.599999999999998,19.5,impersonator
4293,171.7,175.4,186.5,165.3,179.4,180.6,155.7,impersonator
3118,229.1,233.0,433.3,16.6,233.2,233.2,433.2,genuine
1190,158.8,157.8,177.4,191.1,167.3,177.3,178.4,impersonator
602,218.2,225.0,240.70000000000002,218.8,221.3,457.7,29.7,impersonator
2098,12.1,21.4,11.5,-6.699999999999999,584.1999999999999,17.9,23.599999999999998,impersonator
3612,1.3000000000000007,72.1,20.9,60.7,25.4,96.6,46.8,impersonator
1683,145.3,2.9000000000000004,147.5,347.8,177.5,175.7,36.8,impersonator
1450,15.7,16.0,788.0,417.4,17.0,18.5,18.9,genuine
502,16.4,137.5,840.1,19.8,19.9,20.0,20.5,genuine
3191,631.8,35.1,227.70000000000002,232.8,449.2,33.2,229.60000000000002,impersonator
430,155.1,151.7,164.1,149.2,140.9,174.9,147.7,impersonator
3618,0.3000000000000007,45.7,976.6999999999999,624.0,-3.400000000000002,34.099999999999994,15.600000000000001,impersonator
2356,21.6,760.9,14.8,401.4,16.0,16.8,16.1,genuine
3531,0.6999999999999993,19.9,1622.4,40.0,-0.7999999999999972,24.1,42.6,impersonator
1687,36.599999999999994,42.7,593.1999999999999,401.20000000000005,9.6,31.6,28.4,impersonator
3308,153.3,142.0,153.2,159.6,155.5,183.1,179.4,impersonator
3167,180.7,170.4,178.3,186.6,170.8,147.8,165.1,impersonator
2373,228.2,232.7,232.4,450.6,15.2,233.4,232.7,genuine
1144,142.1,163.6,179.2,176.0,162.0,156.9,174.9,impersonator
2420,412.9,233.1,433.2,17.0,232.7,233.7,232.4,genuine
3000,163.0,188.0,153.0,172.0,168.0,171.0,168.0,genuine
444,5.5,177.8,164.1,323.6,-8.8,166.0,353.3,impersonator
1386,16.2,19.2,1212.6,21.1,16.5,18.5,18.9,genuine
3323,148.0,188.9,-1.9000000000000004,165.4,311.3,160.2,191.7,impersonator
1276,165.0,170.0,170.0,173.0,172.0,170.0,165.0,genuine
1257,181.0,175.0,152.0,172.0,170.0,170.0,11.0,genuine
3516,162.0,148.2,172.4,173.4,152.5,186.0,149.9,impersonator
614,167.0,167.0,171.0,168.0,170.0,167.0,168.0,genuine
2139,-4.599999999999998,775.3,605.6,31.799999999999997,6.100000000000001,7.400000000000002,841.6999999999999,impersonator
1465,199.60000000000002,212.0,437.9,242.5,413.5,34.599999999999994,229.0,impersonator
1078,169.0,172.0,169.0,170.0,173.0,169.0,166.0,genuine
3089,147.4,177.1,150.3,147.5,175.9,148.0,141.5,impersonator
3619,166.0,172.0,168.0,171.0,170.0,171.0,166.0,genuine
2205,167.0,169.0,168.0,169.0,169.0,169.0,169.0,genuine
2333,17.4,104.8,81.8,68.8,13.2,103.8,70.8,impersonator
2112,159.7,149.4,170.2,157.0,149.9,176.3,197.9,impersonator
3489,167.1,186.2,186.7,168.6,170.7,162.5,145.6,impersonator
1549,810.1,228.3,28.4,-2.6000000000000014,18.400000000000002,9.600000000000001,38.2,impersonator
2787,16.799999999999997,26.200000000000003,240.4,413.09999999999997,233.4,249.9,248.3,impersonator
80,147.9,150.9,166.2,36.8,161.4,335.0,166.3,impersonator
3847,34.900000000000006,1.6999999999999993,29.1,977.1,399.9,41.5,15.9,impersonator
3261,226.6,233.6,450.7,31.1,232.9,233.4,450.3,genuine
255,34.2,79.0,2004.5,15.5,16.3,17.8,15.3,genuine
2055,219.5,204.3,465.09999999999997,-6.600000000000001,455.6,18.9,435.79999999999995,impersonator
4104,73.0,29.9,135.3,31.4,46.6,88.7,83.6,genuine
3860,167.0,173.0,169.0,172.0,170.0,171.0,165.0,genuine
4432,71.8,2043.3999999999999,29.4,11.3,14.099999999999998,8.8,594.6,impersonator
2187,16.3,16.3,16.9,33.9,72.6,14.4,104.2,genuine
758,164.0,168.0,165.0,4.0,163.0,3.0,327.0,genuine
4053,170.0,173.0,175.0,174.0,171.0,172.0,174.0,genuine
1272,235.6,225.6,433.4,16.9,232.8,233.3,16.6,genuine
1846,144.1,188.9,187.7,182.6,191.5,164.6,156.0,impersonator
2684,12.3,20.4,988.2,655.1,4.1,21.4,30.900000000000002,impersonator
3466,13.599999999999998,14.5,1620.3999999999999,-4.399999999999999,25.1,10.899999999999999,36.3,impersonator
2080,134.9,187.7,192.1,181.5,150.7,183.0,153.1,impersonator
3252,27.7,-2.3000000000000007,24.1,986.5,30.0,35.4,9.400000000000002,impersonator
3233,21.9,-0.3999999999999986,16.4,21.5,44.1,26.5,79.8,impersonator
3244,172.2,169.5,184.6,143.5,156.3,174.7,151.4,impersonator
4105,412.9,215.8,233.5,15.6,216.5,416.6,433.9,genuine
1061,-1.1999999999999993,5.1,947.6999999999999,432.5,20.799999999999997,2.5,40.1,impersonator
3069,187.4,180.1,130.5,163.4,169.9,168.4,165.8,impersonator
2768,191.9,163.9,167.8,178.3,168.0,154.7,189.2,impersonator
3594,26.200000000000003,41.6,1148.3999999999999,611.5999999999999,11.8,21.900000000000002,22.8,impersonator
1928,15.2,15.3,517.0,15.9,16.2,16.7,70.5,genuine
2721,3.400000000000002,40.7,42.3,954.1999999999999,401.5,18.3,41.5,impersonator
4389,166.0,186.0,12.0,150.0,350.0,167.0,166.0,genuine
3334,15.0,16.6,1379.3,627.2,18.3,15.7,27.1,genuine
4245,180.0,179.0,151.0,169.0,170.0,168.0,46.0,genuine
2633,166.4,157.6,166.8,195.3,197.6,150.7,185.2,impersonator
3615,223.1,228.5,217.6,258.1,1.700000000000001,220.5,177.20000000000002,impersonator
908,458.4,24.000000000000004,274.4,44.8,191.8,209.79999999999998,395.9,impersonator
1762,234.6,427.7,16.5,233.2,16.3,216.4,199.9,genuine
3949,30.400000000000002,4.5,784.4,640.5,14.899999999999999,15.299999999999999,-1.7000000000000028,impersonator
2231,446.5,26.5,232.8,232.8,451.1,15.2,232.3,genuine
3861,233.2,442.2,1.0000000000000018,212.9,226.1,436.4,19.400000000000002,impersonator
2131,200.1,161.9,162.8,154.6,182.6,158.3,146.6,impersonator
2040,154.9,146.7,171.6,0.10000000000000009,139.4,0.40000000000000036,322.8,impersonator
41,174.2,156.9,169.3,150.4,147.9,172.9,183.3,impersonator
866,409.09999999999997,257.7,26.7,213.79999999999998,451.29999999999995,34.599999999999994,237.0,impersonator
2761,66.0,85.6,59.3,87.4,57.8,55.9,41.7,genuine
196,236.7,455.0,12.8,245.89999999999998,418.79999999999995,27.200000000000003,218.4,impersonator
2883,165.0,175.0,158.0,169.0,171.0,169.0,170.0,genuine
1834,1241.3,19.4,16.1,17.7,18.3,19.0,18.3,genuine
3866,18.9,18.8,1198.5,15.1,20.5,20.6,20.2,genuine
2845,149.7,169.4,148.9,173.6,161.2,169.7,159.4,impersonator
1998,194.1,164.5,160.1,166.0,178.0,174.3,175.1,impersonator
1209,-6.500000000000002,1174.6000000000001,-7.9,417.8,36.4,40.7,14.7,impersonator
140,177.0,162.3,10.1,162.6,314.8,186.5,186.2,impersonator
139,28.900000000000002,41.7,1386.1,0.0,225.79999999999998,42.9,36.0,impersonator
2530,164.0,188.0,157.0,171.0,169.0,170.0,10.0,genuine
347,15.1,15.1,16.9,1361.8,17.0,20.9,16.3,genuine
2815,23.0,228.1,433.1,16.8,232.6,233.9,432.8,genuine
2691,34.5,-2.8999999999999986,21.700000000000003,72.9,1064.4,861.3,33.2,impersonator
1608,1191.1999999999998,22.8,22.3,29.799999999999997,41.6,38.2,-4.399999999999999,impersonator
4141,158.7,178.6,148.2,147.9,161.9,150.4,180.1,impersonator
972,164.0,183.0,156.0,172.0,5.0,167.0,350.0,genuine
2043,246.5,225.6,219.20000000000002,220.60000000000002,232.0,209.1,212.79999999999998,impersonator
3825,171.0,172.0,173.0,173.0,173.0,174.0,173.0,genuine
1989,166.3,162.1,176.3,197.4,186.3,175.1,154.4,impersonator
2706,166.0,167.0,167.0,12.0,155.0,334.0,166.0,genuine
544,165.0,188.0,156.0,170.0,168.0,1.0,187.0,genuine
2474,153.1,194.3,128.9,178.2,167.5,4.0,151.3,impersonator
214,227.2,230.7,234.7,232.6,232.2,233.0,450.2,genuine
3153,148.2,189.0,169.9,188.3,194.4,188.8,169.1,impersonator
1388,423.0,32.1,228.79999999999998,232.0,454.09999999999997,16.8,238.1,impersonator
3100,156.3,167.2,168.2,179.2,190.2,168.0,172.8,impersonator
299,165.0,167.0,167.0,17.0,150.0,329.0,168.0,genuine
333,172.0,174.0,174.0,172.0,172.0,174.0,173.0,genuine
2441,-5.6,20.2,5.300000000000001,36.099999999999994,953.8,22.1,11.0,impersonator
1245,13.5,117.5,1036.4,35.0,8.3,-4.5,-1.8000000000000007,impersonator
2032,164.0,181.0,155.0,171.0,9.0,167.0,333.0,genuine
3116,18.2,21.5,761.4,183.7,37.5,630.1999999999999,-4.5,impersonator
2425,306.7,189.7,179.3,165.0,180.3,163.6,141.5,impersonator
2161,19.4,20.9,214.7,216.4,417.6,232.8,449.8,genuine
1007,163.0,166.0,167.0,168.0,166.0,165.0,166.0,genuine
2749,17.3,17.7,1407.0,20.3,17.7,19.6,17.1,genuine
2098,16.7,16.3,19.0,17.0,564.9,17.7,16.9,genuine
3600,12.8,232.8,434.0,15.7,233.3,233.8,432.4,genuine
1156,12.7,15.0,805.2,14.4,15.8,17.8,17.2,genuine
1432,170.1,185.3,182.8,176.9,160.3,190.8,142.0,impersonator
2385,26.700000000000003,-7.300000000000001,962.9,35.9,1.0999999999999996,29.400000000000002,12.7,impersonator
4030,191.5,156.4,175.8,171.5,183.5,169.6,159.5,impersonator
1253,174.5,186.6,185.7,183.6,195.2,181.9,163.9,impersonator
4318,12.4,16.0,25.3,22.8,13.2,69.2,15.9,impersonator
1261,233.5,429.1,16.5,233.1,232.4,433.4,16.4,genuine
3972,171.0,173.0,173.0,173.0,173.0,172.0,173.0,genuine
3015,170.0,172.0,174.0,173.0,173.0,173.0,176.0,genuine
362,174.1,195.4,153.5,151.0,166.5,168.0,157.6,impersonator
3858,164.0,178.0,156.0,170.0,171.0,172.0,168.0,genuine
620,199.1,174.1,159.0,158.1,174.5,155.5,27.0,impersonator
4138,155.3,155.7,161.0,175.9,143.0,164.7,174.4,impersonator
2430,431.4,15.8,232.7,233.3,433.5,16.5,233.2,genuine
759,35.3,1761.3,23.9,14.1,17.2,17.2,16.6,genuine
293,161.7,194.3,168.7,159.7,181.2,172.7,-8.3,impersonator
2262,167.0,167.0,167.0,15.0,152.0,334.0,167.0,genuine
3283,149.3,193.9,131.0,150.7,152.7,164.0,166.7,impersonator
3050,32.4,28.1,427.5,229.0,231.3,218.0,420.9,impersonator
54,229.3,433.1,15.7,233.1,233.3,433.4,16.5,genuine
815,30.900000000000002,18.0,41.3,1357.5,22.2,35.2,37.599999999999994,impersonator
3819,229.9,236.0,449.5,15.9,232.7,233.4,450.3,genuine
1224,221.7,455.90000000000003,13.899999999999999,227.6,222.0,222.6,199.1,impersonator
2927,158.3,155.2,145.6,174.1,194.7,150.4,189.2,impersonator
1618,166.0,168.0,168.0,12.0,154.0,331.0,167.0,genuine
2643,142.3,183.0,187.6,179.6,154.6,194.3,190.9,impersonator
648,204.6,197.8,183.4,201.0,190.0,163.0,148.6,impersonator
2534,2337.3,189.6,18.5,51.3,79.8,48.1,40.2,genuine
3770,436.1,11.8,214.3,219.1,418.4,14.2,27.4,impersonator
3488,1217.2,36.9,31.400000000000002,39.7,15.6,39.5,60.8,impersonator
21,162.6,194.7,176.0,150.7,150.5,150.2,152.3,impersonator
4028,17.6,22.2,29.4,74.9,19.6,103.9,95.3,genuine
4011,-1.1000000000000014,45.2,972.9,841.0,-0.9000000000000021,37.900000000000006,32.2,impersonator
4106,28.099999999999998,-5.200000000000003,34.599999999999994,19.0,51.400000000000006,26.999999999999996,110.9,impersonator
2170,165.0,170.0,168.0,168.0,168.0,167.0,168.0,genuine
1907,422.59999999999997,-0.9000000000000004,221.7,250.7,451.79999999999995,0.10000000000000142,256.5,impersonator
3179,230.1,232.5,240.0,418.5,21.1,230.4,428.2,impersonator
3430,154.9,190.1,169.7,183.0,161.2,151.6,169.6,impersonator
4307,435.4,39.6,232.29999999999998,240.6,-2.0,234.20000000000002,628.6,impersonator
2584,48.1,1446.5,25.799999999999997,410.79999999999995,40.099999999999994,25.6,40.4,impersonator
1851,166.0,167.0,168.0,13.0,151.0,334.0,168.0,genuine
3155,16.8,457.6,-0.8999999999999986,213.79999999999998,235.0,444.40000000000003,26.6,impersonator
2707,163.0,166.0,167.0,164.0,168.0,165.0,164.0,genuine
2700,-0.10000000000000142,25.2,26.0,720.7,863.0999999999999,32.0,45.6,impersonator
3008,19.0,19.0,107.3,1268.6,20.0,22.0,21.1,genuine
3674,17.7,1030.1,20.1,16.6,18.7,18.7,18.8,genuine
3645,-9.200000000000001,1171.5,627.4,22.7,-6.5,42.599999999999994,11.2,impersonator
516,15.8,1615.5,16.5,15.6,17.8,18.0,19.4,genuine
3076,230.0,224.7,456.40000000000003,30.8,232.7,226.4,411.6,impersonator
3664,163.0,177.0,158.0,170.0,170.0,170.0,171.0,genuine
3094,167.0,172.0,171.0,173.0,169.0,170.0,166.0,genuine
1902,75.8,79.6,23.3,104.0,83.1,25.6,99.1,genuine
315,-0.5,415.5,14.4,243.8,251.89999999999998,220.89999999999998,449.7,impersonator
481,229.1,232.9,232.8,216.8,233.5,233.1,433.3,genuine
3455,228.5,233.9,211.9,453.9,-7.0,217.2,209.20000000000002,impersonator
145,93.2,73.39999999999999,69.30000000000001,61.49999999999999,17.500000000000004,50.300000000000004,2.900000000000002,impersonator
1269,178.4,161.6,174.5,189.7,152.4,145.4,149.3,impersonator
3187,17.0,1391.7,15.8,20.6,20.0,20.2,20.0,genuine
2125,248.79999999999998,446.9,20.0,210.2,226.1,241.1,411.6,impersonator
2200,38.1,18.4,939.9,638.3,7.199999999999999,19.2,40.5,impersonator
1865,13.5,451.9,31.4,15.6,217.6,215.7,216.4,genuine
3838,823.5999999999999,34.3,23.3,13.7,38.199999999999996,2223.3,19.200000000000003,impersonator
4451,88.4,2532.9,17.1,16.2,413.0,17.2,16.6,genuine
996,28.3,797.3,411.3,3.0999999999999996,20.4,6.099999999999998,16.0,impersonator
3777,2105.0,19.1,19.0,19.7,17.4,15.5,18.3,genuine
1144,164.0,167.0,166.0,168.0,167.0,168.0,166.0,genuine
2453,149.9,168.6,164.2,149.0,163.2,180.8,147.3,impersonator
3208,16.3,13.6,17.9,17.5,34.4,64.0,43.9,genuine
916,172.0,173.0,173.0,171.0,173.0,174.0,173.0,genuine
911,16.9,15.9,52.7,66.5,1697.9,18.4,19.3,genuine
1951,209.60000000000002,406.3,33.6,221.9,232.1,426.6,-0.5999999999999979,impersonator
531,169.0,171.0,171.0,171.0,171.0,170.0,167.0,genuine
4422,145.3,174.8,174.6,184.0,172.8,164.0,171.1,impersonator
2266,768.4,622.0,42.4,20.799999999999997,14.599999999999998,0.6999999999999993,28.799999999999997,impersonator
1417,77.7,1890.3999999999999,271.5,28.2,40.6,53.900000000000006,91.39999999999999,impersonator
463,172.0,173.0,176.0,171.0,174.0,175.0,173.0,genuine
4085,18.5,69.4,141.3,92.9,93.2,92.10000000000001,121.3,impersonator
933,229.8,448.7,17.0,232.6,233.3,233.0,433.6,genuine
360,16.0,18.7,1190.7,20.2,18.4,19.1,15.4,genuine
2687,17.1,16.5,16.5,16.8,373.6,16.8,16.4,genuine
301,16.0,18.5,1171.5,631.2,22.1,20.4,19.9,genuine
4055,177.9,174.0,170.4,163.9,162.1,183.3,165.6,impersonator
1877,16.6,17.7,23.5,1581.2,2.1999999999999993,40.5,-1.6000000000000014,impersonator
1975,8.500000000000002,1.799999999999999,199.5,230.0,393.1,248.6,237.7,impersonator
865,14.1,15.7,97.3,1469.8,16.4,17.1,16.7,genuine
1687,15.2,20.7,590.8,408.6,16.5,16.6,17.2,genuine
4332,230.2,232.3,433.5,15.9,233.1,433.7,16.3,genuine
2625,152.8,179.5,189.8,163.1,170.3,166.4,178.5,impersonator
835,165.0,171.0,169.0,173.0,173.0,172.0,167.0,genuine
3943,11.499999999999998,16.2,206.3,195.4,11.3,31.1,24.6,impersonator
2792,30.0,208.20000000000002,414.5,14.899999999999999,232.2,214.0,448.8,impersonator
1793,157.7,155.6,150.9,166.7,194.3,179.3,155.4,impersonator
2300,16.9,1183.5,422.5,23.2,19.0,21.6,20.4,genuine
4215,0.3000000000000007,18.0,969.6,419.6,39.900000000000006,34.1,847.0999999999999,impersonator
3946,165.0,188.0,155.0,170.0,168.0,1.0,187.0,genuine
1421,231.4,230.6,233.4,16.2,216.5,617.0,16.6,genuine
1023,23.0,27.8,793.1,191.20000000000002,-0.3999999999999986,0.29999999999999716,837.5,impersonator
106,155.8,170.2,158.9,157.5,180.5,145.5,184.7,impersonator
4206,172.0,175.0,173.0,172.0,174.0,174.0,176.0,genuine
3084,169.0,173.0,170.0,171.0,170.0,172.0,167.0,genuine
1904,17.4,224.3,230.6,453.4,27.7,233.9,233.7,genuine
3205,186.5,186.4,171.1,162.2,143.5,184.7,180.1,impersonator
631,229.3,238.9,260.7,196.70000000000002,253.9,218.39999999999998,454.8,impersonator
3713,430.2,16.3,235.5,232.3,450.5,15.7,233.2,genuine
1824,149.1,170.5,162.0,189.1,178.7,185.6,156.1,impersonator
2982,163.9,150.3,160.3,167.3,175.5,174.0,150.8,impersonator
3106,13.2,16.6,1165.5,428.6,28.1,22.400000000000002,37.900000000000006,impersonator
912,11.5,247.6,241.70000000000002,453.8,-2.8000000000000007,208.79999999999998,217.10000000000002,impersonator
319,157.8,150.0,159.7,147.3,184.5,166.5,152.3,impersonator
2959,170.0,172.0,170.0,171.0,172.0,171.0,168.0,genuine
4225,26.200000000000003,27.299999999999997,204.10000000000002,423.8,233.79999999999998,257.3,435.1,impersonator
1970,160.3,187.6,176.5,153.5,182.5,153.0,155.2,impersonator
4412,166.0,166.0,169.0,165.0,166.0,168.0,167.0,genuine
196,230.5,432.6,16.8,233.2,433.9,16.1,233.1,genuine
2977,1388.7,28.8,15.8,17.7,15.8,19.9,16.4,genuine
4366,149.2,193.5,195.7,174.3,157.7,162.7,183.2,impersonator
2122,165.0,187.0,155.0,171.0,169.0,172.0,171.0,genuine
1602,13.700000000000001,385.3,39.5,50.9,2261.2,19.4,17.4,impersonator
47,2261.0,6.6000000000000005,29.8,10.2,72.3,80.4,80.60000000000001,impersonator
917,4.1000000000000005,229.8,411.3,5.199999999999999,212.5,253.39999999999998,410.0,impersonator
1066,209.1,-6.300000000000001,148.4,373.9,157.9,180.2,169.4,impersonator
1737,164.0,179.0,156.0,171.0,170.0,169.0,171.0,genuine
2160,166.7,179.4,190.2,184.8,157.7,169.0,156.1,impersonator
1083,166.0,170.0,170.0,170.0,169.0,168.0,168.0,genuine
3486,150.6,181.1,160.5,149.8,170.9,179.6,177.5,impersonator
3277,224.7,232.0,433.3,15.5,233.5,233.4,16.6,genuine
2642,21.6,4.9,427.3,433.7,16.9,232.7,433.0,genuine
4246,15.4,15.0,935.0,15.6,16.8,16.8,16.9,genuine
779,157.5,183.5,178.0,150.8,180.5,154.5,169.7,impersonator
159,173.0,174.0,173.0,173.0,173.0,174.0,174.0,genuine
232,164.0,168.0,166.0,166.0,169.0,167.0,167.0,genuine
1171,237.2,254.0,440.90000000000003,9.0,248.2,253.20000000000002,27.5,impersonator
2790,8.1,19.799999999999997,24.1,1143.6000000000001,15.600000000000001,6.699999999999999,-2.1000000000000014,impersonator
2205,184.5,190.8,163.9,188.7,170.3,191.7,190.9,impersonator
1132,166.0,167.0,165.0,15.0,153.0,332.0,166.0,genuine
3050,16.0,10.5,429.1,216.2,230.3,232.3,434.0,genuine
4072,13.0,432.8,16.5,233.2,233.2,233.1,216.7,genuine
2828,143.8,172.5,168.2,152.8,170.7,172.8,180.6,impersonator
4110,32.9,10.5,775.2,428.5,31.400000000000002,5.100000000000001,25.200000000000003,impersonator
1273,171.0,173.0,172.0,173.0,174.0,176.0,174.0,genuine
1479,176.0,167.3,144.8,166.9,188.7,165.0,150.3,impersonator
1311,16.6,1625.8,14.9,15.8,632.8,16.9,16.8,genuine
4298,184.0,11.0,150.0,350.0,167.0,166.0,167.0,genuine
3862,17.5,17.4,783.2,631.8,20.1,16.7,17.6,genuine
1003,169.0,172.0,168.0,173.0,173.0,170.0,165.0,genuine
439,165.0,166.0,168.0,169.0,169.0,166.0,165.0,genuine
4174,1086.7,1284.6,14.0,-5.100000000000001,18.200000000000003,14.100000000000001,0.6999999999999993,impersonator
177,163.0,179.0,156.0,170.0,170.0,170.0,169.0,genuine
1474,16.7,38.3,991.6999999999999,625.5,22.9,27.2,3.1999999999999993,impersonator
4142,147.8,188.6,158.3,195.0,178.6,184.6,-1.0,impersonator
4468,153.3,194.6,199.6,197.6,197.3,190.7,179.9,impersonator
4302,454.2,40.9,218.89999999999998,231.0,37.7,219.2,654.1,impersonator
3435,226.4,233.4,232.5,233.4,216.7,232.7,232.5,genuine
324,146.7,198.0,143.0,154.6,189.8,183.2,148.0,impersonator
36,17.5,20.1,963.4,835.8,19.0,21.3,20.1,genuine
1350,18.0,60.2,246.0,16.5,64.8,87.9,38.6,genuine
3395,3.9999999999999982,31.2,1158.2,30.900000000000002,8.000000000000002,25.900000000000002,34.099999999999994,impersonator
1804,164.0,168.0,168.0,167.0,167.0,169.0,167.0,genuine
108,163.0,168.0,165.0,3.0,163.0,5.0,325.0,genuine
4142,164.0,175.0,153.0,172.0,169.0,170.0,11.0,genuine
2621,165.0,167.0,16.0,484.0,8.0,17.0,311.0,genuine
3012,15.0,783.2,629.3,16.5,16.7,17.0,17.0,genuine
2841,13.9,1199.1,15.9,424.2,18.3,16.6,16.7,genuine
4023,203.7,211.1,466.0,7.5,233.29999999999998,470.9,11.5,impersonator
2169,180.60000000000002,433.9,257.1,252.70000000000002,446.6,-4.199999999999999,456.59999999999997,impersonator
354,167.0,186.0,17.0,149.0,334.0,166.0,168.0,genuine
4208,20.799999999999997,426.40000000000003,-9.4,231.0,253.4,236.20000000000002,19.5,impersonator
392,167.0,171.0,168.0,172.0,169.0,169.0,168.0,genuine
741,247.70000000000002,253.1,9.100000000000001,207.6,424.0,235.3,421.0,impersonator
3007,25.1,2159.0,32.2,18.9,22.1,1037.3,20.4,impersonator
3236,152.2,161.6,163.9,154.8,159.6,173.8,196.7,impersonator
2099,164.0,169.0,167.0,166.0,164.0,167.0,166.0,genuine
888,171.0,171.0,176.0,173.0,174.0,172.0,172.0,genuine
3018,164.0,168.0,165.0,167.0,168.0,169.0,165.0,genuine
1159,171.3,323.3,175.2,189.1,4.1,154.3,357.7,impersonator
370,807.9,202.9,18.9,21.0,20.9,20.8,19.0,genuine
1491,4.600000000000001,15.9,384.9,187.6,-5.799999999999997,-0.09999999999999787,20.9,impersonator
492,181.0,180.0,153.0,168.0,171.0,11.0,166.0,genuine
4046,171.0,175.0,173.0,175.0,171.0,174.0,174.0,genuine
1707,229.3,199.9,233.0,233.2,433.9,16.1,233.5,genuine
2424,188.3,159.2,179.2,150.1,160.0,150.4,183.1,impersonator
3902,13.3,18.4,979.2,633.5,17.7,15.4,18.7,genuine
3098,241.4,255.9,430.5,19.6,216.1,450.8,31.8,impersonator
3342,167.0,189.0,15.0,149.0,333.0,168.0,165.0,genuine
857,26.1,14.6,575.4,424.3,16.0,18.1,19.6,genuine
1094,158.2,150.3,148.1,170.1,173.2,184.6,177.2,impersonator
2214,1035.3,16.6,19.0,18.8,18.8,18.7,64.5,genuine
1593,155.3,198.4,28.0,173.8,339.3,161.4,153.4,impersonator
4321,167.2,46.7,845.5999999999999,13.899999999999999,3.3999999999999986,-6.5,49.4,impersonator
1815,213.6,416.5,256.1,438.7,8.099999999999998,243.29999999999998,420.3,impersonator
3382,234.1,224.5,201.6,236.1,245.20000000000002,220.3,451.0,impersonator
359,21.2,17.0,17.7,1159.9,21.0,19.1,20.9,genuine
3287,14.7,1364.6,420.8,15.1,17.5,17.8,18.4,genuine
4246,19.6,22.9,911.8,-6.299999999999999,19.6,33.0,-2.0,impersonator
3422,170.8,171.5,189.7,147.9,181.7,163.9,144.6,impersonator
3447,147.5,181.1,169.8,142.9,151.7,157.3,170.0,impersonator
2707,175.6,145.7,150.1,165.7,181.6,171.4,151.0,impersonator
2742,179.4,181.1,182.4,160.6,187.3,155.9,173.7,impersonator
1852,231.7,228.4,234.8,448.3,14.4,234.1,234.4,genuine
970,180.5,189.1,168.9,158.0,178.1,173.4,180.8,impersonator
2885,215.6,210.4,217.3,198.5,216.9,418.1,449.8,genuine
1768,16.9,17.6,1387.8,16.5,18.9,18.7,19.4,genuine
2543,20.4,18.7,331.2,1260.6,22.4,18.7,20.5,genuine
3889,168.0,189.0,155.0,172.0,169.0,169.0,168.0,genuine
1140,172.6,156.5,174.1,154.9,179.5,169.1,159.2,impersonator
586,15.7,442.7,29.5,234.6,234.0,231.5,450.6,genuine
3701,211.8,199.5,215.5,417.1,233.1,433.5,16.5,genuine
2459,162.4,184.9,168.2,187.1,185.7,175.8,178.6,impersonator
510,231.0,227.0,225.4,246.10000000000002,442.4,29.700000000000003,235.6,impersonator
1837,7.5,220.7,210.9,245.39999999999998,451.3,11.6,232.3,impersonator
4196,16.4,17.7,981.0,416.8,16.0,18.2,20.5,genuine
932,189.9,177.4,190.0,170.1,168.0,170.6,174.2,impersonator
1079,182.9,183.3,149.9,166.4,168.4,148.7,156.9,impersonator
3067,16.1,17.7,1407.3,17.0,17.3,19.7,19.9,genuine
2893,170.0,175.0,174.0,171.0,172.0,174.0,173.0,genuine
3964,1.4999999999999982,8.3,1177.3999999999999,627.5,-8.5,23.9,27.4,impersonator
1488,150.1,147.9,183.5,154.0,181.6,191.3,166.8,impersonator
3513,17.1,21.6,1157.9,424.4,16.6,17.0,18.3,genuine
2075,-13.499999999999998,423.1,1901.8,34.5,15.7,6.599999999999998,32.8,impersonator
285,170.8,153.7,195.1,197.6,152.4,176.3,149.6,impersonator
4376,16.6,46.3,85.3,1690.4,19.8,17.4,16.1,genuine
2066,175.6,156.2,176.9,157.0,157.4,151.0,159.2,impersonator
3056,36.2,52.5,1129.6000000000001,610.8000000000001,33.9,30.2,21.6,impersonator
1678,250.8,436.1,0.1999999999999993,221.3,207.5,244.70000000000002,448.6,impersonator
