,label,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6
439,genuine,165.0,166.0,168.0,169.0,169.0,166.0,165.0
2311,genuine,13.8,215.6,415.7,232.3,433.4,16.5,233.1
1760,genuine,165.0,165.0,166.0,164.0,167.0,166.0,166.0
300,impersonator,60.0,88.8,137.7,600.6,49.7,96.1,26.5
1129,genuine,1190.3,202.0,21.5,22.5,22.0,15.9,19.5
697,genuine,164.0,170.0,169.0,12.0,156.0,334.0,167.0
76,impersonator,333.8,71.5,208.2,60.0,123.0,531.6,73.1
480,impersonator,59.0,44.1,335.2,379.9,8.9,5.6,2.0
29,impersonator,2.4,126.2,27.3,471.1,12.7,95.2,2.0
235,impersonator,2.0,99.9,1012.8,5.2,188.3,11.9,2.0
818,genuine,19.4,226.1,231.7,15.4,216.4,417.3,16.2
4015,genuine,17.4,229.7,229.6,233.1,233.2,233.5,16.4
449,impersonator,2.0,77.7,403.9,24.6,148.2,242.4,2.0
357,impersonator,138.9,277.8,228.1,81.1,203.1,231.0,47.9
1906,genuine,169.0,174.0,174.0,173.0,176.0,173.0,173.0
165,impersonator,452.3,136.0,97.7,280.5,368.5,366.5,227.5
1457,genuine,430.1,16.7,233.2,16.2,216.6,199.9,633.7
37,impersonator,2.0,51.2,212.3,464.6,96.0,25.7,2.0
4172,genuine,170.0,173.0,174.0,174.0,189.0,171.0,170.0
3937,genuine,14.6,223.1,232.8,233.4,433.3,16.7,216.8
2664,genuine,16.3,19.1,1166.3,626.8,19.6,19.1,19.0
2456,genuine,20.3,1177.2,415.6,17.6,22.6,16.7,17.6
3304,genuine,164.0,186.0,157.0,169.0,171.0,171.0,168.0
2407,genuine,19.7,17.6,17.4,1172.1,16.7,18.6,17.8
53,impersonator,507.0,502.4,0.0,435.3,79.3,71.5,536.4
812,genuine,170.0,173.0,174.0,172.0,173.0,172.0,174.0
459,impersonator,1348.4,2027.5,1278.7,644.0,1982.2,1135.4,2079.1
1775,genuine,15.3,230.8,230.5,433.1,16.5,232.8,233.2
2194,genuine,98.4,1919.1,226.2,20.5,17.3,19.0,18.7
206,genuine,164.0,169.0,167.0,167.0,168.0,166.0,167.0
479,impersonator,458.7,136.1,245.4,345.0,494.5,171.5,5.9
364,impersonator,86.7,170.0,121.9,96.5,203.6,211.8,253.3
562,impersonator,2.0,42.3,54.2,226.1,460.3,35.6,2.0
718,impersonator,2.0,118.0,207.2,137.2,375.0,207.2,2.0
2756,genuine,164.0,181.0,156.0,171.0,8.0,166.0,351.0
16,impersonator,2.0,844.6,472.3,9.3,37.5,210.9,2.0
4488,genuine,164.0,184.0,156.0,169.0,169.0,171.0,168.0
8,impersonator,8.0,95.5,303.2,162.3,30.3,81.7,13.6
2929,genuine,168.0,192.0,150.0,170.0,170.0,11.0,166.0
240,genuine,165.0,168.0,166.0,16.0,152.0,329.0,166.0
579,genuine,12.9,4.2,16.7,1012.8,15.9,15.9,16.0
481,impersonator,48.1,268.9,1354.2,188.2,2.1,99.7,63.1
698,genuine,213.2,416.5,233.1,233.4,433.2,16.4,233.0
142,genuine,16.0,16.9,1805.0,22.6,16.3,18.3,19.5
492,impersonator,144.2,1.5,322.0,150.2,169.7,6.6,2.0
521,impersonator,250.6,134.1,313.0,264.1,80.9,49.9,20.2
1856,genuine,186.0,10.0,150.0,350.0,167.0,167.0,167.0
2641,genuine,16.8,25.5,69.0,1898.6,19.7,19.2,18.8
438,impersonator,734.5,213.3,23.0,258.5,48.4,20.9,211.2
2115,genuine,1358.3,16.0,16.5,15.5,396.2,15.9,17.6
3066,genuine,162.0,166.0,169.0,166.0,167.0,167.0,166.0
149,impersonator,2.0,253.2,15.9,90.9,50.4,335.3,2.0
4089,genuine,166.0,172.0,169.0,171.0,172.0,171.0,167.0
139,impersonator,204.3,143.0,189.3,2.1,138.4,73.1,132.6
991,genuine,164.0,183.0,158.0,171.0,5.0,166.0,351.0
318,impersonator,1067.4,431.1,2119.3,1397.5,536.0,1769.9,1329.2
125,impersonator,20.1,71.8,189.0,158.8,135.9,184.0,30.8
899,genuine,432.1,14.8,14.7,216.7,216.4,199.9,634.0
713,impersonator,371.0,1.5,0.0,576.7,286.8,194.9,169.9
252,genuine,169.0,169.0,170.0,169.0,169.0,168.0,167.0
1839,genuine,181.0,173.0,157.0,171.0,168.0,172.0,169.0
718,genuine,199.9,212.5,416.6,233.0,233.5,15.8,216.0
442,impersonator,2.0,643.6,13.4,503.6,269.3,125.2,2.0
472,impersonator,1268.5,1917.5,1727.9,225.3,1982.7,84.7,1967.0
3691,genuine,413.2,232.9,233.2,233.0,200.2,433.1,16.5
2355,genuine,44.9,1027.5,17.6,17.9,2066.9,18.2,17.5
23,impersonator,490.0,2038.1,2487.2,1354.1,776.1,1396.1,690.0
286,impersonator,526.2,456.9,99.7,103.7,172.8,90.4,170.8
2122,genuine,165.0,187.0,155.0,171.0,169.0,172.0,171.0
2913,genuine,164.0,182.0,158.0,173.0,4.0,165.0,351.0
748,impersonator,336.7,32.9,169.1,7.8,351.5,179.6,419.6
738,genuine,163.0,189.0,151.0,169.0,171.0,170.0,170.0
134,impersonator,2.0,61.4,281.1,54.1,142.9,67.1,2.0
522,impersonator,205.4,60.5,145.1,2.1,95.2,9.9,201.9
756,genuine,7.0,161.0,334.0,165.0,167.0,4.0,164.0
731,impersonator,1832.0,1872.5,867.5,669.5,1940.2,2256.6,2027.8
3037,genuine,164.0,168.0,167.0,165.0,167.0,166.0,168.0
723,genuine,13.5,16.9,400.7,422.2,16.4,18.5,18.8
633,impersonator,245.1,78.8,463.1,289.0,198.9,221.1,128.0
204,impersonator,1700.6,773.7,1245.4,212.7,2202.9,1163.9,884.9
1843,genuine,165.0,171.0,164.0,167.0,170.0,167.0,168.0
339,impersonator,411.8,158.9,287.3,163.1,178.2,384.2,143.8
581,impersonator,331.8,1.5,213.8,609.6,7.3,80.7,203.4
2491,genuine,172.0,172.0,174.0,172.0,173.0,173.0,172.0
733,impersonator,2.0,121.1,439.8,120.4,105.9,55.2,2.0
144,impersonator,23.1,540.4,335.3,227.7,28.1,185.8,115.5
731,genuine,16.1,19.6,16.5,18.5,18.4,82.5,18.4
2465,genuine,164.0,165.0,165.0,167.0,166.0,165.0,168.0
698,impersonator,445.1,554.4,386.0,108.0,86.6,400.6,95.4
2724,genuine,18.7,22.6,17.0,19.0,1569.8,19.0,22.0
695,genuine,11.8,11.8,232.1,214.8,198.8,417.3,233.1
624,impersonator,322.0,514.6,21.1,3.6,454.4,103.0,36.9
367,impersonator,2.0,139.2,295.8,149.9,453.1,110.0,2.4
1670,genuine,170.0,173.0,176.0,173.0,172.0,173.0,175.0
605,impersonator,2.0,1.5,223.7,39.1,169.4,1.0,58.7
291,impersonator,153.5,28.1,193.0,38.4,28.8,101.3,4.9
373,impersonator,58.7,75.3,6.6,70.9,111.2,458.1,159.9
1120,genuine,18.3,20.1,987.3,21.0,15.7,18.0,17.7
3939,genuine,166.0,168.0,168.0,165.0,167.0,168.0,169.0
4411,genuine,164.0,189.0,156.0,169.0,171.0,168.0,13.0
4084,genuine,164.0,181.0,154.0,172.0,9.0,166.0,334.0
641,impersonator,2.0,58.6,92.6,1325.1,403.2,52.2,2.0
1875,genuine,166.0,173.0,169.0,171.0,171.0,171.0,165.0
3779,genuine,431.5,14.7,233.3,232.7,433.3,15.8,233.2
2519,genuine,166.0,167.0,169.0,166.0,168.0,166.0,166.0
655,impersonator,18.9,15.5,1125.4,140.7,40.4,148.4,35.1
70,impersonator,2.0,461.6,142.5,7.1,263.4,266.0,2.0
237,impersonator,158.4,185.1,156.3,41.1,46.7,190.2,141.5
1202,genuine,166.0,168.0,167.0,168.0,166.0,169.0,168.0
3942,genuine,164.0,168.0,167.0,167.0,168.0,167.0,168.0
21,impersonator,7.3,331.2,108.2,256.9,322.3,377.3,83.2
325,impersonator,2.0,36.8,1763.3,122.1,57.7,76.2,2.0
3681,genuine,15.3,224.6,233.2,232.2,233.4,450.9,15.0
1504,genuine,15.6,14.7,17.0,1160.3,6.1,16.8,16.5
2393,genuine,6.1,205.2,56.2,83.7,62.3,45.7,96.0
39,impersonator,7.0,396.7,289.2,100.8,263.2,88.7,101.0
113,genuine,228.7,232.8,448.7,32.0,15.7,216.7,216.5
619,impersonator,139.3,147.8,0.0,242.2,202.6,140.3,428.8
594,impersonator,323.3,1.5,0.0,139.7,242.6,292.9,428.5
78,impersonator,2.0,1.7,213.9,553.2,429.6,63.6,2.0
2818,genuine,181.0,171.0,154.0,171.0,170.0,183.0,167.0
3444,genuine,168.0,171.0,170.0,172.0,172.0,172.0,164.0
3733,genuine,19.0,21.7,20.2,956.5,20.5,21.6,19.3
352,impersonator,419.8,182.3,52.2,709.8,586.8,31.6,204.1
673,impersonator,458.6,685.0,475.3,2.1,252.9,376.0,68.9
654,impersonator,1824.5,2243.6,333.8,1783.5,147.0,1521.7,745.7
44,impersonator,1815.8,91.2,2168.9,910.8,946.1,30.3,596.1
2243,genuine,165.0,170.0,167.0,168.0,166.0,166.0,169.0
2894,genuine,15.1,2.7,17.0,15.1,44.0,1381.7,16.5
4097,genuine,230.1,233.1,233.2,433.5,16.5,233.3,233.3
1696,genuine,172.0,173.0,175.0,173.0,173.0,172.0,173.0
2063,genuine,169.0,173.0,175.0,171.0,174.0,172.0,174.0
4463,genuine,19.8,15.3,592.8,16.2,17.7,21.2,17.4
389,impersonator,84.2,340.2,346.6,91.0,359.2,200.7,368.2
4183,genuine,22.3,20.0,17.9,958.3,20.5,20.7,19.8
4421,genuine,430.6,13.2,433.5,16.4,473.6,28.4,429.3
579,impersonator,821.4,1949.4,161.6,1636.7,1542.6,1889.5,1237.3
4,impersonator,235.1,293.3,310.4,33.4,109.7,136.5,643.5
374,impersonator,1608.3,2124.6,1427.1,73.3,355.8,72.4,1069.0
2455,genuine,180.0,174.0,158.0,172.0,169.0,10.0,166.0
1043,genuine,169.0,174.0,173.0,173.0,173.0,172.0,173.0
1531,genuine,166.0,174.0,168.0,170.0,172.0,169.0,165.0
609,impersonator,163.8,286.5,759.8,93.9,240.2,289.6,58.3
2,impersonator,110.8,520.5,199.9,248.4,267.1,440.2,161.2
12,genuine,41.3,1850.5,20.3,18.3,20.1,19.4,19.7
1564,genuine,166.0,168.0,167.0,168.0,166.0,168.0,165.0
589,impersonator,2334.7,2674.7,344.5,445.9,2102.8,2216.9,841.0
1568,genuine,227.5,450.3,30.6,232.9,234.0,232.7,450.4
4175,genuine,16.3,142.7,1259.0,19.0,16.7,16.6,16.7
1982,genuine,170.0,173.0,174.0,173.0,173.0,172.0,171.0
4034,genuine,19.7,16.1,803.3,16.7,20.1,18.8,19.6
3119,genuine,163.0,164.0,167.0,166.0,165.0,165.0,164.0
2055,genuine,225.5,217.3,448.2,14.7,450.8,15.5,435.4
1867,genuine,169.0,188.0,9.0,150.0,349.0,167.0,166.0
59,impersonator,1123.0,1210.0,127.7,560.1,2196.5,1900.6,2258.5
749,impersonator,7.6,1.5,533.2,400.5,628.4,159.3,240.1
1567,genuine,163.0,167.0,166.0,184.0,167.0,167.0,165.0
681,impersonator,37.9,152.3,781.5,646.6,18.4,189.8,432.2
3657,genuine,16.5,1407.8,22.1,17.3,19.1,20.2,18.1
114,impersonator,9.9,60.1,270.3,25.5,27.7,222.9,158.7
3151,genuine,171.0,172.0,175.0,173.0,175.0,174.0,174.0
701,impersonator,2.0,37.5,777.4,48.0,54.0,43.2,2.0
568,impersonator,122.4,7.3,354.6,405.5,14.3,28.9,23.9
218,impersonator,90.9,117.8,386.1,162.5,200.6,274.5,256.9
49,impersonator,214.0,1.5,177.7,364.5,573.3,1.9,33.0
567,impersonator,2.0,16.0,721.5,455.2,100.6,62.2,2.0
2420,genuine,412.9,233.1,433.2,17.0,232.7,233.7,232.4
1678,genuine,230.9,432.1,16.7,233.0,232.2,233.4,433.1
673,impersonator,169.1,8.0,18.3,190.5,172.0,274.6,265.7
3993,genuine,11.9,18.5,970.6,17.6,17.3,821.2,16.9
3664,genuine,163.0,177.0,158.0,170.0,170.0,170.0,171.0
4145,genuine,172.0,172.0,174.0,175.0,173.0,173.0,173.0
317,impersonator,2.0,191.0,170.3,110.3,71.1,162.9,2.0
563,impersonator,206.2,487.2,0.0,91.1,185.0,187.8,446.1
1086,genuine,164.0,168.0,167.0,166.0,167.0,167.0,166.0
191,impersonator,50.8,47.7,680.1,342.2,175.9,108.6,60.1
1983,genuine,17.6,20.5,970.6,632.6,20.8,17.8,19.3
806,genuine,227.9,232.4,450.5,32.0,233.2,232.3,434.2
3700,genuine,211.1,217.0,614.8,19.4,10.9,432.2,233.3
178,impersonator,2.0,208.1,110.9,307.5,11.0,380.3,40.9
2306,genuine,230.0,233.8,29.9,216.3,416.8,232.9,450.4
678,genuine,18.3,1777.5,23.6,15.8,19.1,18.6,18.7
1318,genuine,166.0,168.0,167.0,168.0,168.0,168.0,168.0
661,impersonator,342.1,363.0,291.3,144.5,166.5,483.9,479.3
2754,genuine,24.6,542.6,16.6,54.6,1619.5,16.1,16.1
83,impersonator,113.8,62.4,478.4,215.5,162.9,179.7,439.3
2793,genuine,169.0,171.0,169.0,171.0,172.0,170.0,167.0
538,impersonator,2.0,95.7,535.3,32.1,50.5,141.0,2.0
232,impersonator,493.4,1.5,233.1,481.9,320.2,175.1,43.7
428,impersonator,646.6,645.2,144.0,49.9,151.0,387.6,224.9
194,impersonator,396.7,247.7,578.3,644.0,259.9,1.0,57.9
27,impersonator,252.8,237.9,441.3,2.1,225.8,48.1,403.0
138,impersonator,132.7,235.8,238.2,648.5,439.9,162.1,24.8
4197,genuine,15.9,18.7,13.5,48.1,41.5,39.2,98.7
3332,genuine,33.7,1039.4,17.8,18.1,2297.2,19.3,20.1
208,impersonator,1252.1,245.7,102.0,42.7,47.8,50.7,190.4
677,impersonator,2.0,1.5,275.5,397.5,1.0,138.4,243.4
1484,genuine,163.0,164.0,169.0,165.0,166.0,168.0,166.0
610,impersonator,228.2,178.1,161.2,352.4,420.2,237.0,261.8
229,impersonator,28.1,245.7,238.3,366.8,1.8,2.5,36.6
1520,genuine,13.9,18.5,19.3,19.0,1130.5,18.7,19.2
4221,genuine,18.9,57.6,145.3,86.1,63.9,60.3,75.9
6,impersonator,2.0,147.0,234.8,244.0,95.5,31.2,2.0
533,impersonator,8.7,333.2,939.8,322.3,252.9,4.4,47.2
2826,genuine,65.8,2027.3,17.0,18.9,195.4,22.0,19.0
4024,genuine,13.1,17.3,73.2,32.6,66.9,80.3,62.3
6,genuine,163.0,179.0,157.0,169.0,168.0,169.0,169.0
654,impersonator,88.4,105.6,5.9,526.3,355.7,54.0,43.4
507,impersonator,2.0,86.2,80.9,129.5,216.8,27.7,2.0
445,impersonator,180.5,125.2,719.6,730.7,70.5,245.1,328.0
783,genuine,331.0,184.0,154.0,172.0,170.0,171.0,168.0
2932,genuine,169.0,172.0,176.0,172.0,174.0,174.0,172.0
3860,genuine,167.0,173.0,169.0,172.0,170.0,171.0,165.0
353,impersonator,289.1,1.5,886.2,543.5,87.5,262.0,162.9
3208,genuine,16.3,13.6,17.9,17.5,34.4,64.0,43.9
8,genuine,163.0,166.0,169.0,166.0,167.0,166.0,166.0
65,impersonator,2.0,459.5,490.8,127.3,23.4,126.3,353.2
3071,genuine,214.5,198.4,433.4,233.1,433.4,16.9,233.0
2565,genuine,17.7,17.1,1170.4,406.3,16.8,18.3,19.5
1702,genuine,168.0,172.0,169.0,170.0,170.0,171.0,165.0
3426,genuine,13.1,235.1,232.9,451.4,15.5,232.1,450.1
320,impersonator,2.0,446.2,9.2,145.4,293.5,35.9,2.0
517,genuine,230.7,249.0,450.2,32.6,233.8,450.1,232.9
277,impersonator,2.0,51.3,151.3,390.4,576.8,85.5,2.0
3445,genuine,1226.5,15.8,17.4,1877.8,20.7,13.4,16.7
993,genuine,461.8,45.8,253.7,248.3,248.3,217.1,31.0
639,impersonator,268.9,562.9,383.5,41.4,45.7,187.2,30.3
1136,genuine,166.0,168.0,167.0,167.0,165.0,168.0,167.0
733,impersonator,154.6,120.0,327.7,275.7,336.2,124.7,400.6
274,impersonator,158.2,203.7,289.8,160.2,136.4,155.8,157.1
4479,genuine,205.0,140.0,153.0,170.0,171.0,11.0,169.0
4235,genuine,163.0,176.0,158.0,171.0,171.0,8.0,166.0
3616,genuine,166.0,172.0,171.0,172.0,171.0,170.0,167.0
2542,genuine,223.8,232.7,233.1,199.4,233.5,233.1,433.2
705,impersonator,328.0,444.6,148.0,610.1,162.6,205.1,68.8
715,impersonator,66.2,1.5,355.2,91.7,104.7,34.6,13.8
82,impersonator,20.5,117.0,706.3,474.6,5.2,98.9,198.5
284,impersonator,40.8,37.2,614.5,436.9,101.1,78.9,28.4
387,impersonator,891.1,212.2,2289.3,2135.3,499.2,484.8,251.1
1390,genuine,14.7,229.8,233.4,232.7,433.5,16.5,233.0
2190,genuine,235.1,227.2,433.3,16.6,233.3,234.0,432.8
3766,genuine,225.6,234.2,449.6,16.3,232.7,451.3,15.6
631,impersonator,2.0,507.0,462.5,224.5,1.0,137.5,150.0
1771,genuine,17.4,15.8,1423.0,19.3,17.0,18.7,20.3
237,genuine,165.0,186.0,152.0,170.0,168.0,171.0,168.0
645,impersonator,45.6,85.6,50.1,149.7,177.2,114.8,7.7
336,impersonator,1997.7,1550.3,1045.6,1031.7,1063.2,170.6,1045.4
175,impersonator,2.0,469.2,217.3,256.7,40.3,50.4,2.0
1700,genuine,167.0,173.0,170.0,171.0,173.0,171.0,168.0
4316,genuine,169.0,174.0,174.0,173.0,174.0,173.0,174.0
1001,genuine,194.4,431.4,234.7,231.9,453.6,11.8,450.7
423,impersonator,250.2,31.8,666.7,18.9,131.1,207.7,507.3
455,impersonator,9.5,746.1,1014.3,1256.3,330.9,451.1,929.0
4309,genuine,163.0,180.0,157.0,172.0,168.0,171.0,171.0
371,genuine,15.6,14.4,1020.0,8.7,17.6,16.3,16.4
2495,genuine,9.4,1468.8,14.6,1038.6,15.1,16.8,62.5
184,impersonator,93.4,105.0,222.0,518.6,113.7,388.9,289.4
3519,genuine,164.0,182.0,156.0,172.0,6.0,166.0,350.0
2645,genuine,165.0,169.0,165.0,167.0,169.0,167.0,168.0
826,genuine,1179.3,18.6,18.3,393.8,18.2,19.0,19.0
740,impersonator,2.0,31.7,674.7,181.7,19.8,225.5,2.0
2967,genuine,169.0,172.0,170.0,171.0,173.0,172.0,166.0
402,genuine,165.0,169.0,166.0,165.0,167.0,169.0,168.0
4252,genuine,15.5,14.5,17.5,16.3,775.1,16.7,16.5
464,impersonator,205.5,456.9,65.7,68.6,310.1,57.5,230.6
4130,genuine,170.0,175.0,175.0,173.0,173.0,172.0,174.0
359,impersonator,44.3,417.5,52.0,46.0,723.5,339.8,156.9
3253,genuine,18.0,14.1,19.4,18.3,20.1,50.4,31.5
1402,genuine,430.3,15.4,231.7,233.1,233.3,433.2,17.0
2949,genuine,13.5,13.3,210.2,216.3,216.5,416.4,233.0
4285,genuine,165.0,169.0,165.0,166.0,168.0,167.0,167.0
1784,genuine,16.2,20.8,18.0,1389.6,19.0,19.6,18.2
1160,genuine,1578.7,24.0,16.1,19.8,20.9,18.9,18.4
920,genuine,415.3,229.8,233.1,433.4,16.5,233.0,233.2
342,impersonator,9.4,138.8,196.5,177.9,1.0,29.5,2.0
19,impersonator,92.0,201.9,13.1,955.9,438.8,728.6,188.8
1196,genuine,36.7,381.8,1686.2,17.3,17.9,17.0,25.9
408,impersonator,397.8,298.4,35.5,428.2,134.9,208.5,233.4
617,impersonator,2.0,98.4,1182.0,377.0,45.7,16.5,2.0
220,genuine,171.0,175.0,175.0,173.0,173.0,171.0,175.0
368,impersonator,433.2,250.1,55.1,243.1,1.0,1.0,286.7
4178,genuine,165.0,169.0,169.0,169.0,182.0,159.0,170.0
398,impersonator,2.0,1.5,515.1,219.2,84.0,133.9,244.7
2590,genuine,170.0,175.0,175.0,171.0,174.0,173.0,173.0
3788,genuine,17.8,20.9,300.9,1473.3,19.6,19.7,19.6
391,impersonator,1809.1,1899.6,2163.7,782.0,615.0,914.4,2055.9
364,genuine,16.6,335.4,18.3,61.2,67.8,61.8,37.8
327,impersonator,4.9,5.7,453.7,33.8,17.1,33.9,39.7
655,impersonator,2.0,1.5,1326.9,243.8,147.6,203.5,2.0
306,impersonator,347.1,206.8,424.8,652.9,108.5,377.8,318.7
225,impersonator,898.1,1.5,288.3,432.3,17.3,1.0,387.9
1281,genuine,429.1,16.2,232.9,233.3,233.2,233.4,16.2
4258,genuine,163.0,169.0,169.0,168.0,168.0,165.0,167.0
3864,genuine,171.0,191.0,161.0,179.0,2.0,179.0,9.0
130,genuine,227.9,14.0,216.8,216.2,632.9,15.4,233.7
302,genuine,166.0,168.0,167.0,166.0,167.0,168.0,167.0
747,impersonator,29.1,89.3,2628.3,2078.3,1818.9,556.2,268.1
205,impersonator,1278.1,856.8,2159.0,202.3,969.6,746.6,1508.0
1790,genuine,14.4,15.8,149.4,846.5,16.7,17.5,16.1
4202,genuine,98.7,907.0,16.7,16.7,16.9,18.0,17.2
159,impersonator,2.0,176.4,100.3,123.9,1.0,1.0,29.7
79,impersonator,191.3,265.0,4.5,785.1,228.1,223.3,34.3
235,genuine,915.4,17.8,19.6,17.8,18.3,2253.9,15.3
449,impersonator,127.4,554.5,512.2,43.9,1.0,367.2,8.8
2340,genuine,228.6,232.8,233.1,233.3,433.4,19.0,230.6
324,impersonator,295.1,48.8,235.8,431.9,7.2,174.5,258.2
1108,genuine,170.0,173.0,174.0,171.0,173.0,172.0,173.0
1232,genuine,169.0,174.0,174.0,174.0,171.0,172.0,175.0
4355,genuine,16.4,19.7,1795.6,18.7,18.5,19.3,22.2
298,impersonator,54.9,348.3,89.1,451.1,436.7,204.4,93.6
576,impersonator,26.2,156.0,640.8,372.2,8.0,2.0,18.6
862,genuine,18.1,16.1,40.1,926.9,17.4,18.0,17.8
1361,genuine,17.1,14.4,1197.3,19.3,16.7,626.7,14.6
533,impersonator,2.0,1.5,738.9,196.0,261.6,1.0,7.9
4481,genuine,13.4,232.2,233.0,233.0,233.0,233.3,16.3
3326,genuine,430.7,15.7,231.8,233.1,433.5,16.4,233.4
710,impersonator,249.1,1.5,156.4,779.5,194.3,210.2,165.4
1370,genuine,19.7,20.8,21.4,1380.5,20.5,20.7,20.6
1481,genuine,165.0,171.0,168.0,170.0,171.0,171.0,168.0
406,impersonator,32.0,110.7,940.2,260.3,141.4,333.4,267.9
730,genuine,15.3,16.6,1795.1,19.7,16.6,17.5,18.0
571,impersonator,196.9,131.0,296.9,142.4,248.3,420.7,398.1
555,genuine,18.7,19.5,540.3,1048.4,22.4,19.4,20.6
259,impersonator,1052.0,2698.1,393.2,785.3,1647.8,650.7,482.8
49,impersonator,276.1,155.4,108.4,81.9,157.0,70.3,168.2
1774,genuine,823.0,391.1,17.2,18.1,19.4,18.9,19.0
730,impersonator,2.0,373.3,19.6,118.9,244.5,164.6,2.0
1201,genuine,163.0,187.0,154.0,171.0,172.0,170.0,171.0
589,impersonator,455.4,392.7,4.0,100.7,174.7,208.0,589.4
3987,genuine,141.0,174.0,173.0,171.0,172.0,174.0,171.0
12,impersonator,2.0,205.3,22.1,163.1,221.0,168.6,31.0
2462,genuine,226.0,450.3,33.0,232.8,232.7,449.7,16.9
2657,genuine,163.0,168.0,171.0,170.0,168.0,168.0,170.0
384,impersonator,2.0,40.8,394.8,455.7,20.8,83.0,2.0
616,impersonator,34.3,27.8,849.6,230.3,118.2,44.8,39.6
910,genuine,1677.1,15.9,17.8,18.1,31.0,1818.5,19.3
2396,genuine,15.0,20.2,1199.9,18.4,17.0,18.7,17.8
1,impersonator,30.6,174.9,326.7,460.9,1.0,231.7,157.2
2526,genuine,19.5,20.3,128.9,1478.0,14.0,15.5,16.6
4275,genuine,229.6,232.3,450.7,31.7,233.7,450.2,15.9
1881,genuine,169.0,174.0,173.0,175.0,172.0,175.0,171.0
351,impersonator,524.7,270.6,211.6,613.4,173.8,92.3,819.8
494,impersonator,2.0,207.4,237.5,262.9,223.5,197.1,417.8
225,genuine,169.0,175.0,173.0,173.0,174.0,171.0,173.0
2706,genuine,166.0,167.0,167.0,12.0,155.0,334.0,166.0
3182,genuine,165.0,168.0,166.0,167.0,167.0,169.0,169.0
1173,genuine,1062.6,201.4,17.6,20.1,17.3,19.7,18.4
3484,genuine,167.0,171.0,168.0,171.0,171.0,169.0,168.0
3408,genuine,14.9,16.3,1625.9,16.3,16.1,206.3,16.1
1027,genuine,165.0,167.0,10.0,158.0,332.0,168.0,167.0
695,impersonator,2156.0,2327.8,1064.8,1419.8,1227.9,991.6,715.6
560,genuine,15.2,1386.9,19.4,18.9,817.0,17.3,17.3
2171,genuine,180.0,182.0,149.0,170.0,171.0,11.0,166.0
4003,genuine,430.4,16.4,233.1,232.4,433.7,16.6,432.9
735,impersonator,1082.9,837.3,449.2,952.7,1315.0,798.9,1653.8
516,impersonator,218.5,32.2,27.6,5.4,73.5,219.3,349.5
150,impersonator,100.3,303.4,425.2,47.1,164.1,15.1,56.2
431,impersonator,28.2,664.7,274.3,109.5,4.5,39.1,9.6
2768,genuine,169.0,172.0,169.0,169.0,172.0,172.0,166.0
443,genuine,171.0,174.0,172.0,174.0,172.0,174.0,175.0
2995,genuine,170.0,173.0,175.0,173.0,174.0,172.0,172.0
84,genuine,227.1,233.9,29.7,200.2,216.2,417.7,233.0
2678,genuine,164.0,167.0,182.0,168.0,166.0,167.0,166.0
43,impersonator,348.5,1.5,755.3,290.6,109.3,362.0,129.3
3900,genuine,20.3,28.0,22.8,544.8,19.3,17.5,17.7
729,genuine,40.8,63.4,2272.2,12.6,88.0,72.5,64.1
600,impersonator,2.0,337.8,619.1,596.6,1.0,1.0,12.2
3833,genuine,14.6,231.9,230.2,433.3,16.4,233.2,233.3
715,impersonator,2.0,192.0,341.8,414.0,78.4,43.5,2.0
2812,genuine,163.0,179.0,158.0,171.0,168.0,171.0,171.0
435,impersonator,852.5,2594.6,107.2,637.0,1962.1,602.7,527.9
662,impersonator,491.8,1.5,160.6,482.0,97.7,1.0,283.6
600,impersonator,54.1,842.8,1749.3,726.2,48.3,518.8,44.4
498,impersonator,2.0,460.0,43.8,85.0,104.3,195.6,3.8
1974,genuine,166.0,169.0,169.0,167.0,165.0,166.0,168.0
183,impersonator,64.2,109.0,800.2,840.8,102.3,66.0,38.3
4136,genuine,165.0,168.0,167.0,166.0,167.0,168.0,169.0
1209,genuine,12.6,1185.7,14.4,402.3,14.6,17.2,17.2
713,impersonator,1766.2,2056.8,2043.6,59.7,1103.7,1630.6,2168.0
366,impersonator,2.0,660.5,1928.5,2.1,199.7,232.3,474.1
281,genuine,164.0,167.0,168.0,15.0,153.0,330.0,165.0
485,impersonator,70.8,209.0,212.6,88.7,7.7,68.1,25.6
1939,genuine,165.0,166.0,168.0,164.0,167.0,169.0,167.0
671,genuine,12.9,443.3,23.6,247.2,426.3,231.0,26.2
3429,genuine,19.1,19.9,961.8,632.7,21.1,17.6,19.5
1975,genuine,16.1,15.2,212.1,216.2,417.1,233.0,233.0
439,impersonator,2.0,1.5,561.6,707.8,152.0,1.0,122.7
723,impersonator,18.7,1657.0,0.0,223.2,216.2,145.2,444.9
534,genuine,171.0,175.0,173.0,172.0,172.0,175.0,174.0
544,impersonator,244.3,1.5,0.0,239.9,240.6,473.2,274.5
2048,genuine,15.8,19.8,25.9,78.5,57.5,15.1,127.7
3583,genuine,171.0,174.0,173.0,173.0,174.0,172.0,174.0
539,genuine,165.0,166.0,169.0,166.0,167.0,167.0,167.0
3669,genuine,172.0,172.0,174.0,174.0,173.0,171.0,173.0
740,impersonator,25.7,153.0,820.8,479.4,1.0,232.4,327.1
